gene,glioma_mean,rest_mean,diff,cohens_d,t,p,fdr,is_common_essential,pan_ess_fraction,glioma_dep_fraction,neglog_fdr,dependency_score,archetype
ELAVL1,-0.4151583154344818,-0.29606228664039985,-0.11909602879408193,-0.5232637703408788,-4.423495822191552,2.98947946685767e-05,0.0011228409670486796,False,0.1833616298811545,0.3472222222222222,2.9496817504385517,0.2172373054226148,subset-dep
UBA5,-0.6906754266265946,-0.5203031810984291,-0.17037224552816554,-0.5228857569883267,-4.61198194827244,1.4478680553150327e-05,0.0006584379260915522,False,0.5186757215619694,0.7222222222222222,3.181485161668958,0.3611443432848825,pan-glioma-dep
EGLN1,-0.29289754512434907,-0.13621212007869155,-0.15668542504565752,-0.5203413859882605,-4.077066869794103,0.00010743272015662343,0.0029887649290777415,False,0.11799660441426146,0.2777777777777778,2.5245082415411995,0.15240671458256286,subset-dep
SRF,-0.6270098160287308,-0.483973043296107,-0.14303677273262383,-0.5178841731674905,-4.146626135698131,8.344423318353716e-05,0.0024833669131499197,False,0.4617996604414261,0.7083333333333334,2.6049591094490414,0.3247184601419396,pan-glioma-dep
RPS17,-1.6896297347752383,-1.5451590090417937,-0.14447072573344455,-0.5171409267754683,-3.504214778890089,0.0008365328018137266,0.012531205415798266,True,0.898981324278438,0.8333333333333334,1.9020071508534184,0.8737766869490554,pan-glioma-dep
CCT3,-2.307448773728765,-2.1324969459822594,-0.17495182774650564,-0.5170423321506495,-5.00030366008339,3.0399071949648446e-06,0.00020787395917935174,True,1.0,1.0,3.68219991227054,1.193048695286877,pan-glioma-dep
RAC1,-0.913143622077619,-0.7476243786611431,-0.16551924341647595,-0.5158607770775637,-4.047174067354036,0.00011941311576822125,0.003180686929819383,True,0.797962648556876,0.8888888888888888,2.497479075734846,0.47105497846838174,pan-glioma-dep
EXT1,-0.43159804437413896,-0.29977911586371625,-0.1318189285104227,-0.5152178401433309,-4.163298067195416,7.843824122969397e-05,0.0023778333838768142,False,0.17826825127334464,0.3333333333333333,2.6238185799099285,0.2223670122325294,subset-dep
LSM6,-1.0125081405200842,-0.8917767753189257,-0.12073136520115846,-0.5116503113211609,-4.672382789664983,1.1333801603190608e-05,0.0005547988784774943,True,0.9753820033955858,1.0,3.255864425521478,0.5180501053123108,pan-glioma-dep
E2F3,-0.3556139523351549,-0.21250037431611044,-0.14311357801904448,-0.5066988502174111,-3.472470946452714,0.0008480619579755112,0.01261950003246616,False,0.12563667232597622,0.25,1.8989578509113996,0.18018918076949225,subset-dep
MZT2A,-0.5053556200600281,-0.4226459745515899,-0.08270964550843818,-0.5060249136767848,-3.8926248700614345,0.00023148685552721823,0.0049085790730949526,False,0.26485568760611206,0.4444444444444444,2.309044208492928,0.2557225340169538,pan-glioma-dep
NELFA,-1.0695681417426905,-0.9003918330430868,-0.16917630869960376,-0.505998355301756,-4.876649475557182,4.981902311479841e-06,0.00029751920604157605,True,0.9125636672325976,1.0,3.5264849936038516,0.5411997206049568,pan-glioma-dep
PPP1CB,-1.3517562376639978,-1.2004599455396656,-0.15129629212433215,-0.5046903931756338,-4.3557637121506625,3.822111572476108e-05,0.0013861730957992298,True,0.9847198641765704,1.0,2.8581825346184333,0.6822183870642585,pan-glioma-dep
KDM8,-0.6318541270452074,-0.5027390484675157,-0.12911507857769167,-0.5038519159381831,-3.908525044251385,0.00019443882529108562,0.004359907376614631,False,0.47877758913412566,0.6805555555555556,2.360522736936103,0.3183609125051759,pan-glioma-dep
TAF1D,-0.7995307793133102,-0.6779925676895394,-0.12153821162377076,-0.5031722387325196,-4.586585630339901,1.5762525756341074e-05,0.0006990133946797195,True,0.7886247877758913,0.9027777777777778,3.1555145021087494,0.40230169216263434,pan-glioma-dep
TIMM10,-1.3450306045222677,-1.1259520026211887,-0.21907860190107908,-0.5029636747107068,-4.462731533584274,2.5433842712219602e-05,0.000994918615790669,True,0.9244482173174873,0.9861111111111112,3.0022124430317456,0.6765015354488833,pan-glioma-dep
USP36,-0.995183282976843,-0.892324173226051,-0.10285910975079204,-0.499287638218823,-4.280112079666838,5.059781419041126e-05,0.0017039669906680605,True,0.9753820033955858,1.0,2.7685388226617884,0.4968827109523625,pan-glioma-dep
PFDN1,-0.7938064325500765,-0.6081467708827591,-0.1856596616673174,-0.49750415863564623,-4.354718591650299,3.821397482357681e-05,0.0013861730957992298,False,0.5916808149405772,0.7777777777777778,2.8581825346184333,0.3949220013453897,pan-glioma-dep
SKA1,-0.7182148556961647,-0.5808808945248357,-0.137333961171329,-0.4973107325104178,-3.5483732087882576,0.0006606483998593594,0.010545868110922235,True,0.6188455008488964,0.7361111111111112,1.9769176643583253,0.35717595598612367,pan-glioma-dep
HAUS4,-1.3942561388951933,-1.2488836506681575,-0.14537248822703575,-0.4960958715945888,-3.742389041984816,0.0003446797205625777,0.00661873727073863,True,0.9991511035653651,1.0,2.1792248577897295,0.691684714451317,pan-glioma-dep
MED11,-2.0022724525938447,-1.8162142304167959,-0.18605822217704882,-0.49141778216657556,-4.595978557914476,1.5057197692116968e-05,0.000674411884629919,True,1.0,1.0,3.1710747850859904,0.9839522879468969,pan-glioma-dep
CCDC59,-0.687099852974783,-0.6065860327514535,-0.08051382022332954,-0.4903195366283402,-4.382593018353739,3.4240558695730654e-05,0.0012622507193265646,True,0.767402376910017,0.875,2.898854373138344,0.3368984815279963,pan-glioma-dep
CSH2,-0.5210601160432863,-0.4170171353642102,-0.10404298067907608,-0.4900261587989363,-3.7696172508965353,0.0003485951979167586,0.006679605952809248,False,0.27164685908319186,0.3888888888888889,2.175249156920896,0.25533308716801956,pan-glioma-dep
TSEN34,-0.5695971073553023,-0.46441410272309064,-0.1051830046322117,-0.49000540213211913,-4.465132731831798,2.4982620201648846e-05,0.0009858780254025127,False,0.4219015280135823,0.6805555555555556,3.006176813427386,0.2791056596429268,pan-glioma-dep
DSCC1,-0.36144774708498606,-0.20913129329565833,-0.15231645378932773,-0.48968603298631763,-3.2961565771347225,0.0014842927120941054,0.018544343256539742,False,0.1765704584040747,0.3055555555555556,1.7317885424977466,0.17699591340188867,subset-dep
INTS9,-1.850050274179756,-1.6814810675621514,-0.16856920661760455,-0.48843893612126227,-4.14707268045743,8.223672775448447e-05,0.002467844203428923,True,1.0,1.0,2.607682261059717,0.9036365876912096,pan-glioma-dep
PFDN4,-0.3904827382590481,-0.2900853836065878,-0.1003973546524603,-0.48817294936924926,-3.897626382200548,0.0002009638358374496,0.004445022324523144,False,0.14770797962648557,0.25,2.3521260535030217,0.1906231100137001,subset-dep
EPRS1,-1.776369052184956,-1.6573770959866918,-0.11899195619826419,-0.48809425001033957,-3.3275950991824144,0.0013441956104640526,0.017388165023158098,True,1.0,1.0,1.759746246770431,0.8670355202677938,pan-glioma-dep
PTPMT1,-0.7118417975741882,-0.534635561198451,-0.17720623637573718,-0.48780053796729594,-4.139946539878127,8.43807093089999e-05,0.002498784773520731,False,0.5398981324278438,0.7222222222222222,2.6022711491147117,0.347236811804296,pan-glioma-dep
TSEN54,-0.9500598162448163,-0.824247368315477,-0.12581244792933932,-0.48407789115290256,-4.503636291272786,2.1444635072417546e-05,0.0008820715097199487,True,0.8998302207130731,0.9583333333333334,3.0544962050973496,0.4599029523169048,pan-glioma-dep
POLR1G,-0.5226383648524464,-0.4344995749457787,-0.08813878990666774,-0.4840562794410412,-4.08613707582048,0.0001024462220825554,0.002885890746589721,False,0.3633276740237691,0.5138888888888888,2.539720114355256,0.25298638238362464,pan-glioma-dep
PPRC1,-0.578311962101369,-0.47586239406934044,-0.10244956803202859,-0.48316474697628525,-4.218303103092783,6.310918586583143e-05,0.0020262798816706737,False,0.4601018675721562,0.6388888888888888,2.69330056752949,0.27941995284206705,pan-glioma-dep
NBAS,-0.7347061398562746,-0.5867997747468705,-0.14790636510940414,-0.4831343521703584,-3.2373749492889874,0.0017812422429315576,0.020830767639922837,False,0.5925297113752123,0.7083333333333334,1.6812947254608124,0.354961774915046,pan-glioma-dep
PFDN5,-0.898198296706426,-0.7764637050563817,-0.1217345916500443,-0.48288247819054286,-3.704179235593001,0.0003911309889023469,0.007307093636261155,True,0.8709677419354839,0.9444444444444444,2.1362553273816243,0.4337242194201235,pan-glioma-dep
RINT1,-1.1677309338192172,-1.0587287164878378,-0.10900221733137938,-0.4808992596924749,-4.270026854659862,5.200309764514076e-05,0.0017414719577763399,True,0.9915110356536503,1.0,2.759083514419095,0.561560941593664,pan-glioma-dep
WWTR1,-0.4706864912998443,-0.34376007360334426,-0.12692641769650004,-0.4793616216947417,-3.9625176026070172,0.00015930131681114254,0.0038568140432276078,False,0.24872665534804753,0.4027777777777778,2.413771300192039,0.2256290397793013,subset-dep
SOCS3,-0.32281763598804114,-0.19108729176541048,-0.13173034422263066,-0.4782313319752748,-2.86492486411299,0.005398858035141298,0.04443084086246739,False,0.12563667232597622,0.2361111111111111,1.3523154675722275,0.15438150804367032,subset-dep
WBP11,-1.2046999026329546,-1.0693326919169348,-0.13536721071601976,-0.4775456915617176,-3.6986886263129146,0.0003978963380132836,0.007425740408172905,True,0.9881154499151104,1.0,2.129260237074393,0.5752992481271881,pan-glioma-dep
ARMC5,-0.4703134488877243,-0.34279329650360557,-0.12752015238411873,-0.4774735048384765,-3.2837495953084828,0.0015403942832812258,0.018980539187941153,False,0.2266553480475382,0.4027777777777778,1.7216914545524833,0.2245622108130934,subset-dep
DDX10,-1.605728316878426,-1.462899487263297,-0.142828829615129,-0.47636618333385333,-4.788546351586336,6.901419188894203e-06,0.0003792816754240139,True,1.0,1.0,3.4210381392494327,0.764914669782468,pan-glioma-dep
UFC1,-0.4725611904625796,-0.3848527019385414,-0.08770848852403823,-0.4756421248902908,-3.600626711369339,0.0005529980114135029,0.00930353286226212,False,0.22920203735144312,0.3611111111111111,2.031352104001344,0.22477000877230677,subset-dep
CCT8,-1.79961083042636,-1.681478128077576,-0.11813270234878415,-0.4735515183454062,-3.367147779459921,0.0011829660046097556,0.015890927635962518,True,1.0,1.0,1.7988507500285686,0.8522084411792401,pan-glioma-dep
RSL1D1,-1.5189509986306662,-1.3863331188012908,-0.13261787982937534,-0.47304244282604335,-4.228654981245794,6.0388837363911444e-05,0.0019566879436180087,True,0.99830220713073,1.0,2.7084784309444574,0.7185282909253083,pan-glioma-dep
ELMO2,-0.29599276906761207,-0.15021969224629775,-0.14577307682131432,-0.47022840885677064,-4.433989585710543,2.7754105143865527e-05,0.0010579628675691378,False,0.1400679117147708,0.20833333333333334,2.9755295749216484,0.1391842088317728,subset-dep
HAUS1,-1.75945416993616,-1.5936281959542506,-0.16582597398190946,-0.4700463747060288,-3.509241303258511,0.0007469476497151676,0.011428107679160499,True,0.9991511035653651,1.0,1.9420256762132615,0.8270250540398971,pan-glioma-dep
MED26,-0.8199565666176468,-0.6805220041782996,-0.13943456243934726,-0.4663917558539444,-3.7708003220413735,0.0003099550842379831,0.006102368449678797,True,0.7470288624787776,0.8333333333333334,2.214501574007355,0.382420982828776,pan-glioma-dep
FOXK1,-0.3787904744069348,-0.25685205534616823,-0.12193841906076658,-0.46582412960254477,-3.750788874291731,0.0003319485001587632,0.006443325383363382,False,0.16213921901528014,0.2777777777777778,2.1908899365364602,0.17644974304234542,subset-dep
NOC3L,-0.8115661986539906,-0.6866013193480804,-0.12496487930591016,-0.4642062545793005,-4.0221963457272745,0.00012785979702987002,0.0033344048378270035,True,0.7741935483870968,0.9166666666666666,2.4769816726062093,0.37673410542032953,pan-glioma-dep
HAUS5,-1.4353205304754957,-1.253833066562765,-0.18148746391273063,-0.4629683651658408,-4.211796259193443,6.39066455873188e-05,0.002031834982637816,True,0.969439728353141,0.9861111111111112,2.692111566584945,0.6645079994832076,pan-glioma-dep
HNRNPH1,-1.3384191937176129,-1.1165321033734452,-0.22188709034416765,-0.4603304709113135,-4.005213764493875,0.0001356538493744355,0.0034719633791319804,True,0.8913412563667232,0.9444444444444444,2.4594248642342493,0.6161151377207693,pan-glioma-dep
NOB1,-1.1592641495632994,-1.0471128322003116,-0.11215131736298778,-0.45996122199927175,-3.649638686597819,0.0004672957634044759,0.008280980115879912,True,0.9847198641765704,1.0,2.0819182581755884,0.5332165548530817,pan-glioma-dep
HJV,-0.47705429420345513,-0.402243352482424,-0.07481094172103114,-0.459564618271801,-4.288747568801631,4.783199507036407e-05,0.0016479961993858512,False,0.2597623089983022,0.4166666666666667,2.7830437942090827,0.2192372746105343,subset-dep
NUP54,-0.8620204920332089,-0.7284245397613874,-0.13359595227182142,-0.45665599103996013,-4.060276695318122,0.00011101917914424081,0.003036671165722471,True,0.797962648556876,0.9027777777777778,2.51760223430638,0.39364682208617907,pan-glioma-dep
PAK1IP1,-1.4269839822265185,-1.2777741909786822,-0.1492097912478363,-0.4548390096506497,-4.176952339826295,7.235293276754539e-05,0.002223456506798187,True,0.9906621392190152,1.0,2.652971361399346,0.64904798126325,pan-glioma-dep
RPS21,-1.7430649093073332,-1.6208736101465897,-0.12219129916074345,-0.4527453650867338,-3.3163353598569225,0.0013846763629643715,0.01773996832657774,True,0.9991511035653651,1.0,1.7510471599047879,0.7891645587342231,pan-glioma-dep
ALG2,-1.5274427192042879,-1.3513107896633931,-0.17613192954089474,-0.4521754384044879,-4.094800137272935,9.768376855541892e-05,0.0028001638359022164,True,0.9813242784380306,1.0,2.5528165576053987,0.690672081193942,pan-glioma-dep
ARPC2,-0.6072600434835408,-0.5223156566391438,-0.08494438684439698,-0.4519760684673794,-4.447417730084222,2.5968741622796248e-05,0.0010048725160129968,True,0.530560271646859,0.7083333333333334,2.9978890318792524,0.2744670069910206,pan-glioma-dep
ACTR3,-0.6627653947729822,-0.556610294833579,-0.1061550999394032,-0.45160569671048245,-2.965323116789461,0.004029378985700324,0.036240137503919176,True,0.5984719864176571,0.7361111111111112,1.4408101631729275,0.2993086278620506,pan-glioma-dep
PTPN11,-0.931394813028497,-0.7647463260441812,-0.16664848698431578,-0.4512677332002445,-4.195036722413632,6.75142266945067e-05,0.002103625887754404,True,0.7402376910016978,0.9166666666666666,2.677031493287508,0.4203084259898354,pan-glioma-dep
SLC35B2,-0.4586438402409999,-0.33580247100263033,-0.12284136923836958,-0.4504068898073721,-3.4120917467707264,0.0010197446647466169,0.014396962500867128,False,0.22495755517826826,0.3472222222222222,1.841729126534114,0.20657634561225802,subset-dep
COPA,-2.1965398158560134,-2.036906351517372,-0.15963346433864123,-0.44985756818406736,-4.040473325487945,0.000118846164714805,0.0031779819209409644,True,1.0,1.0,2.4978485777573085,0.9881300599804653,pan-glioma-dep
CDC42,-1.2045275141018414,-1.0214954191227408,-0.18303209497910067,-0.4469439888467234,-4.956762039181506,3.3254169176036133e-06,0.00021823505309811843,True,0.8896434634974533,0.9861111111111112,3.6610754913992536,0.5383563318283049,pan-glioma-dep
NARS1,-1.9764720512660527,-1.8466295148374918,-0.12984253642856092,-0.446286385640073,-3.3443026138168155,0.0012656812656055812,0.016735015169438816,True,1.0,1.0,1.7763738896401995,0.8820725680781477,pan-glioma-dep
PSTK,-0.6276209674067827,-0.47923649896020304,-0.1483844684465797,-0.445137882810783,-3.3062142091136075,0.001427592589521357,0.018088224069211196,False,0.4465195246179966,0.625,1.7426040707744141,0.2793778686391107,pan-glioma-dep
NOP2,-1.2735009651023725,-1.1644686715684138,-0.10903229353395871,-0.4410346720180262,-3.2615406522086277,0.0016413358215748627,0.01982884192807501,True,0.9957555178268251,1.0,1.7027026493314201,0.5616580804585647,pan-glioma-dep
FOXO3,-0.42968813281183993,-0.34890824656509506,-0.08077988624674487,-0.4395282508399976,-3.9674012829102887,0.00017315451885129734,0.0040499169187204215,False,0.15534804753820033,0.2361111111111111,2.3925538859486313,0.18886007342149258,subset-dep
NOL12,-0.7807306256514899,-0.7033159382980515,-0.07741468735343837,-0.4392159779275428,-3.341652744322251,0.0012745410581162606,0.016827323210914465,True,0.8972835314091681,0.9583333333333334,1.7739849634767655,0.34290936524350146,pan-glioma-dep
MLST8,-0.6039993427602584,-0.46171942362505275,-0.1422799191352056,-0.43905416960648846,-3.6245490120501076,0.0005052193844146056,0.008745420764417462,False,0.43378607809847197,0.5972222222222222,2.058219290671448,0.26518842987847,pan-glioma-dep
RRP1,-0.9223048341434645,-0.8195643929341153,-0.10274044120934922,-0.43740100620652417,-3.1464443044415162,0.0023406018893815644,0.0253197038254475,True,0.9261460101867572,0.9444444444444444,1.5965413787386529,0.4034170624834928,pan-glioma-dep
NUP35,-0.5534576074637708,-0.45606403867226497,-0.09739356879150585,-0.43707909379602267,-2.838248020789057,0.00580603340273661,0.046750396705741666,False,0.40152801358234297,0.5972222222222222,1.3302146995212267,0.24190474952477978,pan-glioma-dep
H3C8,-0.5852732757657692,-0.501839818291812,-0.08343345747395714,-0.43634160479497835,-3.3006279872074153,0.0014504772874431924,0.0182363165486542,True,0.4855687606112054,0.7222222222222222,1.7390628778574075,0.2553790803912496,pan-glioma-dep
NUBP2,-0.726875900101718,-0.61835576932049,-0.10852013078122802,-0.43574890914915443,-4.551084561493375,1.7053440810812973e-05,0.0007421385357256656,True,0.7079796264855688,0.9166666666666666,3.1295150169779866,0.3167353805561334,pan-glioma-dep
IMP3,-1.4007025556344253,-1.262745289322287,-0.13795726631213823,-0.43547960967703436,-3.8129625392701247,0.0002647427695539679,0.005433140274145348,True,0.9923599320882852,1.0,2.264949082100304,0.609977402201304,pan-glioma-dep
ARFRP1,-0.8709065390400058,-0.7292833494693988,-0.14162318957060704,-0.4341668566515007,-3.448024211397366,0.0009043523469156454,0.013200848765648265,True,0.7920203735144312,0.9305555555555556,1.8793981443708963,0.3781187544922368,pan-glioma-dep
ARHGAP11A,-0.38996872791537507,-0.31318679471477895,-0.07678193320059612,-0.4340687259903307,-3.8959430746587,0.0001977140313997141,0.004394028580972719,False,0.14431239388794567,0.2361111111111111,2.3571371225364985,0.16927322890229676,subset-dep
CIR1,-0.457562266248008,-0.38080824534932034,-0.07675402089868766,-0.43263125697976845,-3.7383124867176063,0.00034238268644686497,0.006588752105673505,False,0.2538200339558574,0.4166666666666667,2.18119683198249,0.19795573839338718,subset-dep
MIS18BP1,-0.99013305962148,-0.8751008702171605,-0.11503218940431947,-0.43248124867317067,-3.6538513373398267,0.00045666698311391774,0.00816531503939017,True,0.9363327674023769,0.9722222222222222,2.0880270543774953,0.4282139819776846,pan-glioma-dep
TUBB,-1.9329251882554515,-1.6564821220830839,-0.2764430661723676,-0.4295858254722156,-4.395695837849618,3.1074479722915866e-05,0.0011550422794932794,True,0.9643463497453311,1.0,2.9374021184432086,0.8303572625727558,pan-glioma-dep
SCFD1,-1.4920862010158678,-1.3782768363450755,-0.11380936467079228,-0.42893078621058967,-2.9226791612182046,0.004551722415642219,0.039471761277176186,True,0.99830220713073,1.0,1.4037134944331444,0.640001707295708,pan-glioma-dep
NOC4L,-1.0559503879919967,-0.9413514114856065,-0.11459897650639017,-0.427394222687278,-3.366217458545529,0.0011754124805962605,0.015827693768455855,True,0.9617996604414262,1.0,1.8005823609809644,0.45130709527216906,pan-glioma-dep
AASDHPPT,-0.37430526879927445,-0.28726291663923725,-0.0870423521600372,-0.4264009298878055,-3.574342866037281,0.0005952773081118524,0.00975688996144974,False,0.1502546689303905,0.2777777777777778,2.0106885929709644,0.1596041146779156,subset-dep
CCNK,-1.677316656547183,-1.5794866360271071,-0.09783002052007594,-0.4255754569819174,-3.3812652869243487,0.0011195870660874595,0.015376216422611276,True,0.99830220713073,1.0,1.8131505168708757,0.7138248026134493,pan-glioma-dep
MT1E,-0.6071461093250561,-0.4699828805222907,-0.13716322880276538,-0.4253647288241847,-3.0958592319747384,0.0027228783411939335,0.028230953912517658,False,0.35059422750424446,0.5694444444444444,1.5492744469702113,0.2582585401497113,pan-glioma-dep
BRCA1,-0.5426376250918751,-0.4358575977647499,-0.10678002732712516,-0.4247979876378911,-3.1214652051087204,0.0025205449240564195,0.026610537925394705,False,0.3616298811544992,0.5,1.5749463462051194,0.23051137115563294,pan-glioma-dep
CHMP2A,-1.976098579076356,-1.8284759545001161,-0.14762262457623998,-0.4246890125616698,-3.521414770929788,0.0007092048825654743,0.01105841138036818,True,1.0,1.0,1.9563072580488758,0.8392273542724564,pan-glioma-dep
TOP1,-1.092278000269496,-0.9961143580559972,-0.09616364221349882,-0.4245038549158969,-3.701910858481046,0.00038664734704998353,0.007245997771702411,True,0.9787775891341256,1.0,2.139901803856201,0.4636762217542282,pan-glioma-dep
RPL36,-2.216215719312708,-2.06843697406665,-0.14777874524605794,-0.42443156857286835,-3.7081873472125215,0.0003784228879430985,0.0071517135658107096,True,1.0,1.0,2.1455898878473345,0.9406319140437405,pan-glioma-dep
EEFSEC,-0.6489914100742351,-0.5065219319784803,-0.14246947809575483,-0.4234712583263619,-3.2895151432478222,0.0014981875215318526,0.0186399497470588,False,0.4524617996604414,0.6111111111111112,1.7295552628299173,0.27482920906713626,pan-glioma-dep
PNO1,-1.157161079891598,-1.0688547508985002,-0.08830632899309787,-0.42227979809981003,-3.2028343006312685,0.001963256108420768,0.022400301883305412,True,0.9957555178268251,1.0,1.6497461287475215,0.4886457471855822,pan-glioma-dep
JTB,-0.3275893339137083,-0.23677551187532359,-0.09081382203838473,-0.42212230655031296,-3.400807659270725,0.0010504572567676925,0.014691641071233394,False,0.12903225806451613,0.2638888888888889,1.8329296903653272,0.13828276523293523,subset-dep
SNAPC5,-1.351751705838711,-1.2141535843204494,-0.13759812151826156,-0.4220262882655216,-3.5098128194365943,0.0007362770961675895,0.011336088950777043,True,0.9796264855687606,1.0,1.9455367549730105,0.5704747550716983,pan-glioma-dep
EIF3M,-1.2411062689084618,-1.130446254316359,-0.11066001459210284,-0.4218780260588885,-3.3328535044441816,0.0013057039016160794,0.017125176501723044,True,0.9932088285229203,1.0,1.7663649437287137,0.5235954628564139,pan-glioma-dep
C19orf25,-0.31890844512697347,-0.21788144773028256,-0.10102699739669091,-0.420864795246528,-3.41235029783559,0.0010117034578744361,0.014324152434473592,False,0.11884550084889643,0.2638888888888889,1.8439310659693722,0.1342173374607523,subset-dep
NELFCD,-0.7191961996297376,-0.6176115445885532,-0.10158465504118441,-0.41951799165581444,-3.6628433725594403,0.0004408437738487852,0.007953833889501345,True,0.734295415959253,0.8611111111111112,2.099423483204986,0.3017157452751617,pan-glioma-dep
