,malignant cell,macrophage,mural cell,dendritic cell,microglial cell,monocyte,oligodendrocyte,endothelial cell,mature T cell,oligodendrocyte precursor cell,mast cell,B cell,plasma cell,natural killer cell,astrocyte,radial glial cell,neuron
PDCD5,0.6107044792978491,0.22214824576862552,0.43809748847662816,0.18649267250466486,0.22487686726787381,0.17217921365368252,0.35590299957504007,0.3731595864090487,0.2969674388427723,0.26590714940140325,0.18542046361570383,0.1637319779396057,0.26595134506900825,0.30867763411428806,0.2328425135915679,0.2676969312203071,0.3590314713391391
RABGGTB,0.17517464528920765,0.21218008832350896,0.23252046049397823,0.15989233164798128,0.2322530121352954,0.14737904156508094,0.2541379545965348,0.15963793164022255,0.1413466513419447,0.14255746189625032,0.16945609682047336,0.13742803611755372,0.08976088610145595,0.13570842660541466,0.23470459370254781,0.06560359941413915,0.187187445434657
SRSF2,0.6561835586551202,0.5575826855930702,0.669739199794398,0.6269939536248996,0.6003014375703306,0.4933538313109901,0.5913992236988369,0.49644171252824576,0.6564988184927013,0.748286135494709,0.44137901722905465,0.5545531370162964,0.3195889086781682,0.7809148518710598,0.527637988845737,0.06886694282240234,0.7365821599960327
DPH3,0.1253420406536549,0.1179937591815434,0.1523401569496257,0.09954725711883183,0.10296122453822792,0.1465059789938697,0.09976770550038855,0.09254968166351318,0.08655293739634952,0.07976469085101158,0.04676525586412036,0.059452753639221194,0.04471834738562991,0.08618550240251135,0.10066462596716909,0.11876995238834825,0.15786334330385382
PPAN,0.07837226915067459,0.04697211767532299,0.045245130723723236,0.050847482392355155,0.0663556837119762,0.04209273681647334,0.045056617849292054,0.01807176214912671,0.0471611179560129,0.025630412923712886,0.030695314381780955,0.05144135398864746,0.025017292844457226,0.10649073305930801,0.019429164298007943,0.0037186065092178525,0.008675874634222551
UBE2C,0.17815412559547866,0.040361991515044014,0.10411341051204584,0.015076050716829673,0.03625500111119632,0.009292182501377961,0.02725143266807295,0.05591933086049503,0.054212205914067564,0.005592739119404747,0.06806881849631548,0.013658372449874877,0.030289755000934733,0.10463408149356773,0.04695604638212678,0.16548453529916457,0.0055587008510800924
ACTL6A,0.17073281079827754,0.06897393468123063,0.16105683599776038,0.06474343236423868,0.07248235058180617,0.05441948141466343,0.1095336971828527,0.07988203430955158,0.07720812995498359,0.06762896544269976,0.0909533337277957,0.05775591344833374,0.06495645584968421,0.09333788931920568,0.0731660754694415,0.22202509470180468,0.009456287053498354
RSAD1,0.08520079175779842,0.03502321564640713,0.06057451222990397,0.034113349622020034,0.028562048034776716,0.03318742550975036,0.055161854761570046,0.05837722766983917,0.05587038722358961,0.12659993383192247,0.03721045824541803,0.030567470073699952,0.017059004233850466,0.046326747531570456,0.03290745943267911,0.0070293094122753814,0.2765357900749553
PPP2R1A,0.49343241981568914,0.1937289590374131,0.40045142745433643,0.1999061150070514,0.16623746517052154,0.19444863483430297,0.3492614857595172,0.28307056710411854,0.2436699743067157,0.8271485079200037,0.1456565932038642,0.1695144781589508,0.10823183967829585,0.2733881844483786,0.3341015632441967,0.29184439142361035,1.096768552606756
RPTOR,0.03187718393923777,0.016761793754720655,0.011823279502025276,0.018237562793217893,0.009794134855104823,0.019982809186862297,0.029846088481860593,0.01287516167755467,0.027962881010179883,0.04364295550171406,0.009481878606627518,0.008387806749343873,0.014071296626975486,0.011527264726454113,0.05003109350369845,0.004151045665606766,0.03955235899510709
TMED2,0.5442499762144333,0.43305741628759853,0.6786574654922163,0.4407009363355013,0.3866449857088371,0.38653962312766127,0.4953537391800594,0.43544399933156075,0.3054572558243504,0.5163843636551211,0.417723078031003,0.22290277423858643,0.4537509480764816,0.35961101322396305,0.43825133549684736,0.028660805997451005,0.5206576721234755
PPP1R12A,0.3048865055823081,0.205909616061811,0.5687856963390355,0.27556610570896517,0.1917274774116433,0.25961804342991107,0.18429858680146216,0.25283410077994856,0.362068742301085,0.5600448652140556,0.23995965111990716,0.19724328355789184,0.0529975273705029,0.3980923651116303,0.29455727373244445,0.22708591342099757,0.3422393666749651
SNUPN,0.08963365207561018,0.050145909460735855,0.0695492390369831,0.05229356860127361,0.04853693387438769,0.04688963835565632,0.054251023128183404,0.03864833593014268,0.05495120326116227,0.06890477540512238,0.05652826285394203,0.03463938002586365,0.03679175002800001,0.04329342301373695,0.09678625371414802,0.08537016861541526,0.19086061824451794
MAK16,0.05555497577686022,0.02575805751097332,0.0421478283737375,0.029328266784597667,0.02812220880256001,0.025875110572549268,0.04420458755664323,0.026511458594235763,0.026483933614999445,0.04729997931468871,0.006949837262125501,0.02080262794494629,0.015492778141181785,0.03113540364058921,0.030291819848077144,0.021038964183720397,0.09314832904122093
CHMP7,0.08007068152544376,0.039578026362114715,0.058641516817641695,0.037194266746032725,0.04207583129207736,0.044863077145917626,0.053929731623502355,0.05310471384698888,0.08241468123097564,0.17140601623442867,0.04650951478500469,0.08764694232940674,0.02949677019581928,0.07016423034495549,0.07721617387209324,0.012021982928888628,0.20821775258942085
RAB1A,0.4849652846518707,0.48560991237936274,0.6567995485196834,0.2926407808969792,0.4894155064986239,0.423478569919024,0.3285865986464679,0.4602181992948852,0.17342802419974818,0.5276579063746237,0.19305108148035352,0.14310995025634765,0.22952885331807438,0.19188611370437642,0.7295625320059715,0.04790665481623101,0.7813193635507063
CDK2,0.056714869415511564,0.02561245129527828,0.15057116990701436,0.018288682639312936,0.017510929562875494,0.015641092918642886,0.021991788338090488,0.07440793779948492,0.025920932919601587,0.007108093990433601,0.015555188179655306,0.018088234281539918,0.00907188706047885,0.03438414893700158,0.04668844848698964,0.05035457086172399,0.0
SPCS2,0.8047259182913203,0.5424027561958121,0.6473406454067472,0.5782426806659116,0.5386167352696503,0.5414756596109375,0.8362339179529783,0.4871290151644249,0.4916306418380514,0.44309228370266573,0.5819761612460057,0.5003971410751342,1.0660111299761525,0.603861323414485,0.6729484224595086,0.7410386912883029,0.3563330661166798
ELAC2,0.09592541879724424,0.04829883130066964,0.08402944854309596,0.046177095617197045,0.05019792081894858,0.03538215595611669,0.05838252067107457,0.07645391833374794,0.05585243882230708,0.216723948476776,0.046272446978188074,0.03572685127258301,0.023978327094883352,0.06859885818894104,0.20777548117444694,0.00874382798935877,0.28879139640114526
GPR61,0.00035364513827383957,8.160275905504425e-05,0.0008847449495022321,0.0003352145960884123,2.215433694096294e-05,4.500374695888255e-05,0.0002779663779129824,0.0,0.000135341500274501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06626691601493141
GRB2,0.24657648516356043,0.650741921029038,0.3035039355287431,0.5083590997225466,0.607549355358222,0.7087652034001413,0.31835669207941614,0.22720018113350265,0.2887171784620002,0.31451450336364006,0.2460609134336579,0.36360459508895876,0.28084775422523905,0.284321227146469,0.2607770897663398,0.16160839985582298,0.6759396290237253
ODR4,0.12015990370122236,0.06716298075783385,0.09042648309040473,0.056348113031346396,0.06851655362899407,0.05946410855398269,0.12895659202280435,0.10014395586271697,0.034523552088547044,0.12763631806498574,0.038655447096990835,0.025438970279693603,0.053547190385056544,0.03874067040800138,0.14159125399727351,0.06777341851230019,0.09177823771129955
ZNHIT3,0.2599810376361254,0.1391474294230363,0.16203959414417551,0.15401281680882625,0.13077392757978057,0.11672077544591732,0.21229484790735983,0.11158258263104738,0.19162927744415253,0.14938339134377818,0.1353720886777617,0.15547092628479003,0.109380426184906,0.23639837667711197,0.1687330069569494,0.32159850764707776,0.3207470639185472
ELAVL1,0.26878918149364506,0.1475711943033333,0.270765340967138,0.18061896346789724,0.1436811901446798,0.14989693371125018,0.15189254240924355,0.1863271421344638,0.15696257045781073,0.18815134153250726,0.166595833710627,0.12167299032211304,0.09442258303190444,0.17750770816270392,0.12375454359144145,0.03602247043653107,0.22619649496945468
UBA5,0.12032857669990782,0.052842540276406634,0.13741288845898908,0.061562902245428854,0.05227117272506641,0.05266082341135114,0.09063131850687092,0.07991663858095215,0.06853765683074207,0.16524589686624466,0.08928136307816084,0.041997251510620115,0.08728492338132192,0.07026754643554044,0.14308336273783204,0.009082339053736661,0.1855757317759774
EGLN1,0.13043262693486204,0.0929645643885698,0.13098385169240417,0.08638170779097475,0.06722885798974011,0.08902153666909211,0.168056891320006,0.19727633753999027,0.04653378076043788,0.19024485986559622,0.04700512117419102,0.02989544105529785,0.03123422779820182,0.04671008149128259,0.12196590652355568,0.00996918204175139,0.15783898735588248
SRF,0.06303865025273285,0.034519447866785444,0.11233069810737843,0.036065230358131486,0.021598991780099646,0.040871480833758696,0.05844931888633809,0.0762494945065582,0.024526373544742876,0.08593612717043969,0.023061084683395263,0.024271056127548218,0.010252343920560984,0.0339866897440001,0.032011629529082014,0.01314075599850222,0.03202254257418893
RPS17,1.268700095480394,1.6105735994404757,1.3694999423955156,1.9129726277009251,1.7808374740358446,1.3721998085323204,1.003067024376289,1.6367158322950706,1.6205547967011493,0.15492260648358253,1.4279976335351652,2.824922278404236,1.6140833913863122,2.1379755441804353,0.45897349870273835,3.009800317886677,0.11853835799477318
CCT3,0.5524374279428198,0.28887870627085743,0.4110367585220525,0.3256347034953213,0.3434590867294963,0.20588023742235675,0.42030037221174266,0.3063519479261288,0.3222584761601587,0.5883574714103053,0.2970217456766492,0.3025710335731506,0.18387193206723754,0.38684105125954465,0.46707968491350293,0.6988460969619154,0.7767624638297341
RAC1,1.3301904165143037,1.3840756715991747,1.3197551061135253,1.2767258718500714,1.4894490520519574,1.3701249118929717,1.2107676100476832,1.2577217712799118,0.5087298345738929,0.7559835132091276,0.7695210401877641,0.3680406853675842,0.33248020677299767,0.5804838961796284,0.46218988936760524,0.08324008194798034,1.0461474738337777
EXT1,0.031945595606022094,0.010137310249826432,0.04645298331009148,0.012766793757729746,0.005970561797583749,0.022326985187107854,0.017200140070145392,0.09240163236103653,0.0058512314655603396,0.05631142157700754,0.025044925091413647,0.006669893836975097,0.012727697125890038,0.014449650166551,0.02273125283290885,0.023369996030431734,0.19316746971823953
LSM6,0.21107592996903057,0.16617030615692233,0.16223776344688048,0.3279737740326217,0.15071250958329582,0.25937378023277063,0.10754586198316363,0.1516686621250759,0.26835454650810847,0.0685272394649444,0.19009102333646677,0.21145191383361817,0.07282290597270419,0.304560690232193,0.0877181160656703,0.4720024541046936,0.06449910456484015
E2F3,0.06994264421669066,0.05564824644153578,0.09000321300056656,0.04699217918032921,0.057610711604895934,0.07542930380626334,0.010771674306029148,0.07840880924312711,0.06243857726909814,0.05051754631342426,0.028882217311347776,0.018220762968063353,0.009628788366184369,0.05195096011811253,0.06676894529706481,0.017970026983329737,0.0
MZT2A,0.4037251679732275,0.20053660059582049,0.24507842817158557,0.35414896707166416,0.15977629583824152,0.14496988386408444,0.17791675116310765,0.3253452859342895,0.4360643704949042,0.1726391525758851,0.15678115984070398,0.31628798875808717,0.19569250253530648,0.4382042850342655,0.1027799383064226,0.02324370858845101,0.28078343109651044
NELFA,0.09208597628387358,0.035557710391622525,0.04196559441274581,0.03853361286379056,0.0334493795846238,0.032086769778922206,0.07345374609909992,0.050255952804262184,0.05322688397558465,0.12651510031953936,0.04189656646897262,0.029380927991867065,0.021849246500255343,0.052381609208423864,0.043798815997349735,0.03203009529219092,0.07428747178478674
PPP1CB,0.7025663609021248,0.3965681160413182,0.512660498679609,0.4795318603274859,0.31814517042824303,0.5331573096539326,0.5176358511361754,0.4360107847698376,0.2777280341177783,0.29943959607232,0.2825332908783777,0.2339866735458374,0.11483971383813378,0.35831745583736163,0.5794610398353179,0.12792164358563554,0.27238546989180823
KDM8,0.005488454595849338,0.0033695186386048497,0.005566372991932296,0.002745650597697284,0.003291706915840385,0.0035319755541116807,0.007575697379658194,0.0009122327036524599,0.007560369958834852,0.015648008489440524,0.0,0.001469667625427246,0.0078102853539940365,0.0073704040639608346,0.01756295286162051,0.00450689324629362,0.12510385296561502
TAF1D,0.31029793463456956,0.27492140360215805,0.23596031251343752,0.22891249845678593,0.295245981082238,0.18461806196332858,0.27286697321333153,0.27834638727366656,0.421536044387906,0.14339194434785074,0.2220881733114534,0.41177967329025267,0.08891733993704502,0.30908864183376095,0.07640140387364205,0.24430641263330538,0.17853459173982794
TIMM10,0.2503622541633572,0.1858506313923878,0.2575783860700255,0.24065504800006315,0.1866351292454958,0.16155950007537617,0.28808962302601077,0.15245906488325053,0.13382550770880003,0.1153448425954388,0.15063270534970485,0.14754612760543823,0.11938419166978423,0.1626835457528629,0.12555011435051186,0.14902033464399828,0.15111792087554932
USP36,0.06511574186685398,0.11551677157741833,0.04394394750687148,0.09475801975791487,0.09590202846842888,0.11065872366311807,0.0848063825128285,0.03829210633508872,0.17355752230428784,0.08437490967973586,0.037444120118189754,0.05266542911529541,0.019037422183510306,0.060206741801032394,0.042559573416075955,0.019050529844445777,0.17930875041268088
PFDN1,0.29906012811301125,0.22035349283890107,0.26439127885067915,0.1875747051903528,0.23298050528498734,0.16909959905800834,0.33711523032037505,0.2606032348139679,0.18419705421215316,0.29570801844519956,0.14005021882760302,0.16259946913719178,0.1414933666795284,0.22478357315446632,0.2410006536913745,0.4920203449210536,0.4989360977302898
SKA1,0.01962973989593683,0.004980141799403979,0.012182885089991628,0.0016899586355887829,0.002942170348851802,0.0012477494231148416,0.002209189935101501,0.003984354536033846,0.007543411327299979,0.0016001503493997358,0.010214883904035226,0.0005535734176635742,0.0025066453312243614,0.011733505214826799,0.003756938556026172,0.032583655439792344,0.003088904862207445
HAUS4,0.02177977074815539,0.055036185257068326,0.015836067529255985,0.045220953727183814,0.04339560071329577,0.039412718132856316,0.017518288259580343,0.02628597648147311,0.03581751199697296,0.04539835026427623,0.02452925366946264,0.021321445530653,0.019314206224846673,0.02013649254163234,0.0727565667532772,0.009677668844290293,0.03774326768788425
MED11,0.11561470562305202,0.09070607254564203,0.07157738857780424,0.0941404373890762,0.10901215531873858,0.06642107223902544,0.12418702630868335,0.05764125156898555,0.09719930284046178,0.10486775107922093,0.09618999563337331,0.07917443146705627,0.04941787807778879,0.11035631619193267,0.11194752544336925,0.10895005759285742,0.024763570590452713
CCDC59,0.23507285822864465,0.18742166490711118,0.18237780385528532,0.19780857759845044,0.18943750220673775,0.15773480316722976,0.22016873395783942,0.1617674732810498,0.223096613848203,0.13991759879694832,0.1707111681754084,0.2202535563468933,0.12300482816942088,0.22630023716826572,0.07611263831915883,0.35103486671029865,0.1784687258980491
TSEN34,0.29136469326474285,0.13338871014209064,0.2517629829044907,0.19732164126759494,0.10373446002114059,0.1517833724140995,0.12165924945174478,0.15423092737594649,0.08044725675294799,0.31220751255750656,0.08185746986169277,0.07499004373550415,0.052910865238913286,0.0854790006693514,0.23647258460866233,0.011118980847222125,0.2250441343269565
DSCC1,0.038849928599003485,0.006815415675597909,0.02632949365715382,0.00365433603246776,0.007163613264569674,0.002834634689893934,0.014514386267074074,0.017594069109629025,0.008215084926565782,0.03309003771432946,0.022308257485842257,0.0021772394180297854,0.0033040433548963987,0.016284530174904627,0.03055456608017056,0.005023608736011708,0.06586050987243652
INTS9,0.02463714406446408,0.013983803729912396,0.021783853535591632,0.024244080330801263,0.010757280203827397,0.015278950238202686,0.01603925356583358,0.012587764287951442,0.02475875489848906,0.0767724392635207,0.005948948316855341,0.012847722053527832,0.006216802119791924,0.019211661521092434,0.05265872929826637,0.01194831056870045,0.1630249931053682
PFDN4,0.32067333970743067,0.14887548977295925,0.2658201630932656,0.1952853116745962,0.12635074026564322,0.12165002619930862,0.22439687483758272,0.2706285097800959,0.16334339632296235,0.13445380306051624,0.12846916067056938,0.12126207981109619,0.09613633314733738,0.19870372974475065,0.12684696464869327,0.5740912610371002,0.26257618178020825
EPRS1,0.23498805929913524,0.12028910939255956,0.22488691410830058,0.15350678884390176,0.10572388515386669,0.14536821418692433,0.21349044091979832,0.1421253911453406,0.1645576951910529,0.219418827083803,0.09311002029490535,0.11256314668655396,0.1633592405831897,0.1742730542041538,0.242397947462997,0.12994907361080013,0.34590941396626557
PTPMT1,0.19369040692942852,0.13574543596581504,0.11590641560440171,0.12964722785766725,0.14448125614835342,0.10233548473313875,0.1605016100713242,0.09652677085389,0.07629516981735045,0.2524043549933741,0.08294187074691936,0.07145829677581787,0.08836228072226464,0.08361762024495151,0.31804711419033865,0.006114644430097329,0.19985610788518732
TSEN54,0.0623474324875347,0.03188438698194577,0.04027777237683661,0.07770048887312518,0.04168135150605347,0.019312764799095904,0.06820762422010118,0.03118281927718096,0.2210032826319642,0.10049857824079451,0.24858828300445393,0.031027099895477295,0.027346002263622684,0.24362139482247203,0.07264530452000613,0.0025474706238004974,0.11938442425294356
POLR1G,0.055588760197220116,0.031718167261219815,0.03503118525817465,0.038541197302786274,0.03597788920349721,0.02504782107695701,0.02732186457465335,0.03149175284123173,0.009404744106544216,0.02796187918753393,0.0034522339102410118,0.011369183683395385,0.003882673497383411,0.015373962951166269,0.018876088750844747,0.03751925315865852,0.009173023429783907
PPRC1,0.02805312263112209,0.030884325705149592,0.03971795006871896,0.02259056873918633,0.029265727169362692,0.023806060580690687,0.03315352520569425,0.037820793367246995,0.021752807255910212,0.2427851688717642,0.020893421153919945,0.010105709171295166,0.01461516676301306,0.0189519378496203,0.01600766113038697,0.011969186846030154,0.015793437307531185
NBAS,0.06861662712379371,0.03295085187725352,0.04750718729116012,0.03458285333230862,0.029280045524744395,0.04101421609966427,0.050004709126064674,0.03887195077020381,0.05874867570394306,0.17746779346658337,0.09134589003813491,0.021078914642333985,0.037554272352815506,0.031774199394491984,0.10398299294400078,0.05915447652318701,0.2144738327373158
PFDN5,1.168231819932039,1.464765841544316,1.0182663362016127,1.6823163736772428,1.376380203263522,1.777131319800775,0.8808118093377666,1.07173787077327,1.567458838290874,0.529136904064686,1.485692703052756,1.795937064743042,0.9369856825658491,1.491465306847198,0.737865033177282,1.6987247683630746,0.6333757259628989
RINT1,0.06705992281623417,0.02112429104636921,0.028550964127306542,0.019169800632441173,0.02012196486772037,0.01730581360554301,0.03356560460364109,0.04198965487827341,0.03197554778535971,0.07814986991786188,0.01574368978633318,0.02135421748161316,0.03010353750803254,0.025513010242465224,0.050674870524103244,0.01945307267956518,0.02855760705741969
WWTR1,0.16727935073852854,0.019429074952368935,0.2533244377551193,0.00537221645713003,0.00663149728921765,0.007807276711376293,0.053686266134167486,0.5415715685925193,0.005190220695293611,0.017132385453629877,0.022116700541877234,0.006316987085342407,0.005648395971401588,0.003039368062720523,0.16583320860228787,0.003885676056454519,0.0008342945101586255
SOCS3,0.3062157866897237,0.47211051253219166,0.2977910710154535,0.4273837063535841,0.2777134792257752,0.6639721016711095,0.42852131246460257,0.5136035530209364,0.27600885442524986,0.12845106891566707,0.17783000769627957,0.20522582359313965,0.32708894737533756,0.1307950023667982,0.06269372237383286,0.0035944042317927584,0.015366325324231928
WBP11,0.19751672379479077,0.14887019440326496,0.23297214112934173,0.159184388035748,0.1279633218339955,0.15310411049872688,0.22471739137681782,0.1681574212849406,0.1912381635790655,0.1975582801406422,0.10787443357242656,0.16754381818771363,0.08891815223268695,0.17819129711846934,0.1497333290949033,0.21550688268049442,0.23070106215097688
ARMC5,0.04268433848843883,0.018548637210287353,0.04110644217475471,0.02382669890921575,0.017704774847086758,0.018370437630456475,0.027534473229845254,0.0367565745761809,0.015104547742522356,0.05806760772341682,0.03002089325927857,0.01277782633304596,0.007319649902882276,0.031440472831240907,0.033567667696517325,0.0033465277789791665,0.1815637463322756
DDX10,0.07236034914074937,0.04643514604677992,0.0646302322995007,0.0561696190149066,0.07174440523122975,0.03752930971714882,0.04615399414564056,0.04278368528317909,0.050965274281319584,0.06687900424003601,0.0402161697919503,0.055395528602600094,0.03211513047034924,0.0646567142191734,0.03823469829008069,0.11594705340443534,0.14615271579135547
UFC1,0.43877819818947855,0.3781647665498223,0.37006219687683795,0.4796590184479222,0.3751253571619586,0.34193138152077884,0.2738105993451966,0.4193382023170834,0.41124378621763874,0.31732440619699415,0.4092399300582927,0.38922273082733155,0.30052725866541163,0.4805590059442087,0.4534708599134677,0.48531601513498057,0.4925128763372248
CCT8,0.4275818011746895,0.30185848544896376,0.5261796522880307,0.4298096270129043,0.3265381145885101,0.3082418109680455,0.21942614007097397,0.3667116593818608,0.2998619813780385,0.3034222724456941,0.3934516031045377,0.26223505172729494,0.20290572618271088,0.371097622457974,0.2222097781352225,0.7142739934474496,0.6581172861836173
RSL1D1,0.3721905195088863,0.32104688113955726,0.2701282672300325,0.4164452236188057,0.3002056858766228,0.3395357458011977,0.22653498253983934,0.188270646785379,0.34061987902712676,0.2625845478427026,0.19059285289800199,0.4295138223648071,0.1445118238875916,0.3728122578035066,0.334431092863138,0.5603641963191928,0.4448189410296353
ELMO2,0.06424151250329199,0.02827017190361466,0.06852304006497177,0.024908364744566813,0.023806718465751307,0.025004011864314984,0.08488218055189005,0.036612504747257545,0.04275132284599108,0.14748183848156082,0.052281458400209854,0.010472570991516113,0.0130668209566103,0.04369433077524445,0.2916633159438999,0.020817364397149176,0.19723268801515753
HAUS1,0.13920689339988165,0.0894232886130518,0.1181811722907092,0.10500798317796803,0.08355299029920688,0.08443484509280565,0.05609814157070291,0.12066468370616171,0.09985705450371364,0.09825370196373232,0.125935325354098,0.09611601068377496,0.03138321341126115,0.11840333436664782,0.08598823492237598,0.4470578401930442,0.05802883885123513
MED26,0.03356534906306067,0.027349637678055073,0.027392387873531227,0.03628809585682041,0.03121888223201018,0.018776054202860357,0.02589801309888308,0.021291964608528283,0.019597300380066844,0.02218998270109296,0.010061379252426107,0.02206463260650635,0.007836739421932847,0.02739799480665252,0.017793011114087407,0.0018990052566011902,0.0
FOXK1,0.1182217381456917,0.04215373026360223,0.09773067896725933,0.04927777562349681,0.04691499595618388,0.03774669717157386,0.10582268936264812,0.07405439147623297,0.040175472821949755,0.05868173739121806,0.05665676843065359,0.05807166576385498,0.02527093189162808,0.06512501533489334,0.06825965151427626,0.05162018764728238,0.08244392343542793
