,sc_malignant_mean,sc_tme_max_mean,sc_tme_max_type,sc_tme_mean,sc_pct_malignant_expressing,sc_malignant_specificity,sc_tme_dominated_flag,sc_neoplastic_mean,sc_nonneoplastic_mean,sc_malignant_vs_tme_collapsed,sc_measured
HAUS5,0.0506350315175432,0.03540487698604736,oligodendrocyte,0.02152016834277869,0.12241121070255095,0.015230154531495843,False,0.05063504581773144,0.019442248868496475,0.031192796949234967,True
HNRNPH1,0.6725048208071044,0.7826039432974897,mural cell,0.491472332136281,0.6454936833933235,-0.11009912249038534,False,0.6725052798116201,0.4259229892945395,0.24658229051708064,True
NOB1,0.11080514403766555,0.14213872406038475,radial glial cell,0.08378239153939453,0.21553312787697712,-0.0313335800227192,False,0.11080527362814063,0.07673145045344729,0.034073823174693346,True
HJV,1.8867081390130655e-06,0.0,macrophage,0.0,3.136738262717513e-05,1.8867081390130655e-06,False,1.8867081390130655e-06,0.0,1.8867081390130655e-06,True
NUP54,0.1145351310994976,0.11602558641154607,mural cell,0.07385583992800837,0.2196187294641667,-0.001490455312048472,False,0.11453512439963658,0.07265616549365458,0.04187895890598199,True
PAK1IP1,0.15359210434375095,0.19072345554255318,radial glial cell,0.07721486443577598,0.26975949059370613,-0.03713135119880223,False,0.1535920660553586,0.06536017770501006,0.08823188835034855,True
RPS21,1.573495097492425,2.708068662981652,radial glial cell,1.7005352734476789,0.9037099771802292,-1.134573565489227,True,1.5734963543403608,1.7331950577385296,-0.15969870339816872,True
ALG2,0.0869541770387089,0.15717363733740897,dendritic cell,0.07618069578207383,0.17323421240423145,-0.07021946029870006,False,0.08695419810396193,0.07664049044923976,0.01031370765472217,True
ARPC2,0.7269133143408871,1.6237486370503542,natural killer cell,1.0953605892665679,0.7005434399040158,-0.8968353227094671,True,0.7269136156598219,1.2599579871237734,-0.5330443714639514,True
ACTR3,0.39489536807553927,0.7272023160299308,dendritic cell,0.5246384894570968,0.5143780240117314,-0.33230694795439153,True,0.3948947539879839,0.5744469923265045,-0.17955223833852063,True
PTPN11,0.17977176474763584,0.2771364647688253,oligodendrocyte,0.10157343322051816,0.30480469883391753,-0.09736470002118947,False,0.17977188392981558,0.08808716558947703,0.09168471834033855,True
SLC35B2,0.1715442953242411,0.1798274762049173,oligodendrocyte,0.0742130154765722,0.2973941546882474,-0.0082831808806762,False,0.17154443652706078,0.07128774111227851,0.10025669541478227,True
COPA,0.23985109788519812,0.44704876529818,oligodendrocyte,0.19295905609963573,0.3764164333717584,-0.20719766741298187,False,0.2398512118043365,0.19910174428408103,0.04074946752025546,True
CDC42,0.6413012148141665,1.0481742242336105,monocyte,0.7336611606646436,0.6682193521067118,-0.40687300941944404,True,0.6413011420252759,0.7727724483650844,-0.13147130633980852,True
NARS1,0.3650816924783952,0.3392460986824735,mural cell,0.21024438364002684,0.49111910979368106,0.025835593795921707,False,0.3650813172347625,0.20335930410952982,0.16172201312523268,True
PSTK,0.04563019431682209,0.06444249625638093,oligodendrocyte,0.021432893628740915,0.09997569027846394,-0.018812301939558844,False,0.04563021573543739,0.018330084340062842,0.02730013139537455,True
NOP2,0.05093681663229192,0.06031374351009415,mature T cell,0.033535541605206616,0.11131499909818775,-0.009376926877802227,False,0.050936850436816075,0.04192926570054555,0.009007584736270523,True
FOXO3,0.20769634001650708,0.19169190846692197,oligodendrocyte,0.11730665461441353,0.33759929737062916,0.016004431549585113,False,0.2076963639516601,0.12860077257563476,0.07909559137602534,True
NOL12,0.07564453746331481,0.15578365676293476,radial glial cell,0.05078960222917389,0.16318096627222184,-0.08013911929961995,False,0.07564462885140107,0.04370904901165358,0.031935579839747485,True
MLST8,0.14609127369490588,0.09478931166348038,oligodendrocyte,0.0550733985034997,0.2654464754824696,0.051301962031425494,False,0.14609142900884628,0.05471532115474542,0.09137610785410086,True
RRP1,0.1240044571718414,0.15026105411082694,oligodendrocyte,0.05628979174016115,0.23323217352436068,-0.026256596938985535,False,0.12400447835675149,0.05966702281107256,0.06433745554567893,True
NUP35,0.07467981300053665,0.1243317304746426,radial glial cell,0.03253232748267788,0.14779526509359242,-0.04965191747410595,False,0.07467985619673846,0.02341693302958772,0.05126292316715074,True
H3C8,0.0035261248075689378,0.0060137397757959316,radial glial cell,0.00173488991382959,0.008555453611562017,-0.0024876149682269938,False,0.0035261252039329783,0.0019518144033223623,0.001574310800610616,True
NUBP2,0.2633527078429685,0.20013853974682752,oligodendrocyte,0.12106942606011668,0.40141623732561693,0.06321416809614097,False,0.2633526226527445,0.1204613750196013,0.1428912476331432,True
IMP3,0.2509818223227946,0.29084077667835584,natural killer cell,0.18445332632153089,0.3886653962876703,-0.03985895435556125,False,0.2509818591837155,0.20054324669894733,0.05043861248476819,True
ARFRP1,0.13426331452145265,0.13316817639725617,natural killer cell,0.08748780550716555,0.24752001631103895,0.001095138124196482,False,0.13426332985064496,0.08259382048326644,0.05166950936737852,True
ARHGAP11A,0.03567774717331628,0.03363495037269651,mural cell,0.015739874218523575,0.08378227899718478,0.0020427968006197714,False,0.03567777876371725,0.01681764377197003,0.01886013499174722,True
CIR1,0.2585183330609807,0.37953689164609133,radial glial cell,0.225680809550865,0.3883674061527121,-0.12101855858511062,False,0.2585180047107662,0.21266878803468073,0.045849216676085464,True
MIS18BP1,0.07728090998756638,0.3430233826934614,dendritic cell,0.18220917218602684,0.1369892017785306,-0.265742472705895,True,0.07728088426410107,0.22114007601994173,-0.14385919175584067,True
TUBB,,,,,,,,,,,False
SCFD1,0.17445714092588557,0.1804116632269199,mural cell,0.1267929337906416,0.29760588452098086,-0.005954522301034326,False,0.17445689970097428,0.1136056340562113,0.06085126564476298,True
NOC4L,0.07845979409911061,0.07328067512793396,oligodendrocyte,0.04241752046177103,0.16509437661247953,0.005179118971176649,False,0.07845983274834381,0.04576966466591117,0.03269016808243264,True
AASDHPPT,0.22252827628308489,0.22849887997740576,oligodendrocyte,0.11052166946379545,0.35666282416229483,-0.00597060369432087,False,0.22252823512853181,0.10105945096247047,0.12146878416606134,True
CCNK,0.08300064541083685,0.12001979400039539,mature T cell,0.0823946017925211,0.1708973423985069,-0.03701914858955854,False,0.08300071277683173,0.0898808882540747,-0.00688017547724297,True
MT1E,0.5753816487283023,0.7898610704543864,endothelial cell,0.1675553026027979,0.47290250233294906,-0.21447942172608403,False,0.5753814180182559,0.1560015831572609,0.41937983486099506,True
BRCA1,0.05975415124362659,0.06849962865749967,radial glial cell,0.02386590002599574,0.12521074960202633,-0.008745477413873083,False,0.05975416272930296,0.017918109977397786,0.041836052751905176,True
CHMP2A,0.6663598727890511,0.6237590393761432,oligodendrocyte,0.40292073276625123,0.6656942778052243,0.04260083341290788,False,0.6663595760432599,0.3898032246668185,0.2765563513764414,True
TOP1,0.4280261419680603,0.40884721430467785,mural cell,0.27105737692978016,0.5349863943977855,0.019178927663382472,False,0.4280260515082512,0.2847000759555295,0.1433259755527217,True
RPL36,2.1639344764566664,3.0471877259931235,radial glial cell,2.0687672161000257,0.9439308035539244,-0.8832532495364571,True,2.16393397628264,2.1158943689793075,0.048039607303332676,True
EEFSEC,0.05395609291042498,0.05548549661103766,natural killer cell,0.03514468771041446,0.11547117729628846,-0.0015294037006126776,False,0.053956122945284055,0.04087894827759109,0.013077174667692967,True
PNO1,0.12462830286442333,0.10590182168065072,mural cell,0.06894272995850237,0.24193662220340179,0.01872648118377261,False,0.12462843963432253,0.061117870956781464,0.06351056867754107,True
JTB,0.5243623941215265,0.6529357693864908,natural killer cell,0.4650621010120058,0.6117110123038558,-0.12857337526496426,False,0.5243616359892961,0.4902047671231396,0.03415686886615649,True
SNAPC5,0.09514327693945222,0.14233899121305557,natural killer cell,0.08131841581907835,0.1926114130221689,-0.04719571427360335,False,0.09514332038244673,0.08748809947054628,0.007655220911900448,True
EIF3M,0.40236218788293615,0.5738899470037717,dendritic cell,0.36713834926800004,0.5195928513734993,-0.17152775912083557,False,0.40236202175405333,0.36386398748011367,0.03849803427393966,True
C19orf25,0.19350783063752125,0.16994622595445266,oligodendrocyte,0.09204272364879024,0.31816720383309416,0.023561604683068588,False,0.19350786869407804,0.09582854519956019,0.09767932349451786,True
NELFCD,0.26049453000417844,0.1863121115907506,natural killer cell,0.11355049766514075,0.39486829620219416,0.07418241841342785,False,0.26049450511924743,0.10859571585705802,0.15189878926218942,True
SRSF10,0.39016999006822906,0.6234836792835443,radial glial cell,0.2785464253607804,0.5081280730232668,-0.23331368921531526,False,0.390169574610473,0.25287599329024474,0.1372935813202283,True
POTEI,,,,,,,,,,,False
AMY2A,0.0006145312238380827,0.0024360508545901056,endothelial cell,0.00028932841345998505,0.0011684350028622736,-0.0018215196307520228,False,0.0006145311303559977,6.709637307589987e-05,0.0005474347572800979,True
RPL26L1,0.3115987947697784,0.3933997683447368,radial glial cell,0.16964166057695085,0.4477537033116114,-0.08180097357495836,False,0.31159887564299976,0.14937878326984164,0.16222009237315813,True
TM2D2,0.17750944718842976,0.1819057942853817,endothelial cell,0.11560164094684504,0.31571270614251773,-0.004396347096951941,False,0.17750944336127322,0.1290300489039667,0.048479394457306535,True
PDCD2,0.1834331456877942,0.25397812958556804,natural killer cell,0.14512126756773153,0.3164498396342563,-0.07054498389777383,False,0.18343319067511277,0.14323318944249144,0.040200001232621324,True
VBP1,0.44027658686013904,0.4019029341144407,oligodendrocyte,0.2076836873823862,0.541620595823433,0.03837365274569832,False,0.4402766940728726,0.17346395586537014,0.2668127382075025,True
CDK5RAP3,0.287487044023565,0.30716655931313097,radial glial cell,0.17364465550202443,0.4216560409658017,-0.019679515289565963,False,0.2874872613245411,0.16954207826481896,0.11794518305972215,True
SOD1,0.9899747652886391,1.462139819574016,oligodendrocyte,0.7472853735560226,0.7942142862744176,-0.4721650542853769,True,0.9899754889147624,0.7046152731611567,0.2853602157536057,True
WDR55,0.05446818765213128,0.05801076844017301,natural killer cell,0.045605688800442364,0.13296633495659538,-0.0035425807880417326,False,0.05446823922339308,0.050238420511367204,0.004229818712025879,True
TRAPPC11,0.055906101417764364,0.060802120345602395,monocyte,0.03917768136255417,0.12557147450223885,-0.004896018927838031,False,0.05590611397988694,0.041321190487959285,0.014584923491927658,True
RPS29,1.771238027562117,3.5776094944000243,B cell,2.4633311143984313,0.9166960735878796,-1.8063714668379074,True,1.7712419475949959,2.4474531145607767,-0.6762111669657809,True
BARD1,0.14024303533861507,0.08155574643884907,natural killer cell,0.04246916203901006,0.2390508230017017,0.058687288899766,False,0.14024293673885338,0.04510161163861785,0.09514132510023553,True
DNAJA3,0.11383699118175376,0.07880091245009553,oligodendrocyte,0.04578925487028155,0.2166858791885258,0.03503607873165823,False,0.11383698160872086,0.04969538149211409,0.06414160011660677,True
HYOU1,0.08116983319763621,0.14627303882949946,mural cell,0.07543961840886279,0.15978544710283013,-0.06510320563186325,False,0.08116994603565425,0.06090437443805883,0.02026557159759542,True
CHMP3,0.24165800141435279,0.35522205368924376,mural cell,0.18589002434003157,0.38087844355047407,-0.11356405227489097,False,0.2416579308241608,0.17936965549711728,0.06228827532704351,True
RRP15,0.15574390130158536,0.179970508501714,radial glial cell,0.08671751104985416,0.296649179350852,-0.024226607200128647,False,0.15574413547420818,0.07865043107236291,0.07709370440184526,True
DCTN5,0.11420910123517823,0.13387728169329244,mural cell,0.07581811176880902,0.2262842982724414,-0.019668180458114207,False,0.11420919181511187,0.06785620189257936,0.046352989922532506,True
NUP155,0.04995205900264526,0.04379963370667946,mural cell,0.028972722240736895,0.1070882442891759,0.006152425295965797,False,0.04995206821764179,0.027625198209893467,0.02232687000774832,True
SNAPC1,0.11311394466945753,0.1132401720200748,macrophage,0.06637675650256387,0.22030881188196455,-0.00012622735061727786,False,0.11311402651863182,0.0808740067444601,0.03224001977417172,True
FARSA,0.20266051481010192,0.13427407679762787,natural killer cell,0.09232910415500528,0.33546631535198124,0.06838643801247404,False,0.20266042040347915,0.09882564574231095,0.1038347746611682,True
ANAPC4,0.05908923298268901,0.07997083361293432,mural cell,0.045339987830574406,0.12377569184683307,-0.020881600630245307,False,0.059089264215053595,0.047829879912792875,0.01125938430226072,True
MED28,0.2093675027743667,0.43594486372811453,radial glial cell,0.1956386836699897,0.34417860587667914,-0.22657736095374784,False,0.20936759703702706,0.175290796225473,0.034076800811554064,True
PSMB7,0.597147712479255,0.9517492617805275,radial glial cell,0.3887996874203408,0.6442468299338933,-0.3546015493012725,True,0.5971470074565342,0.31397485031930694,0.2831721571372272,True
USP10,0.1704769189334705,0.15880680517938836,radial glial cell,0.10573515670558363,0.3000133311376165,0.01167011375408214,False,0.17047681555537203,0.10309187079404804,0.06738494476132399,True
WDR77,0.10227882648905169,0.08725276105999107,mural cell,0.05672499900231621,0.1995514464284314,0.015026065429060625,False,0.10227888200993158,0.06279230085487984,0.03948658115505174,True
CDS2,0.15707180751142094,0.19685078889797747,oligodendrocyte,0.09994789300749414,0.28509029885273796,-0.03977898138655653,False,0.1570718477236746,0.10435949634208876,0.05271235138158585,True
TARS1,0.17337300746100107,0.1754888318825844,mural cell,0.1064516892258109,0.2975353079100697,-0.00211582442158334,False,0.17337288325415925,0.09661887792537022,0.07675400532878904,True
SEPSECS,0.02094020276763708,0.03485143034707066,oligodendrocyte,0.020425045933960283,0.05203848777848354,-0.01391122757943358,False,0.020940199536779374,0.021418611739752458,-0.00047841220297308376,True
UFM1,0.23379053718662082,0.3499697897430872,mural cell,0.23288939737704661,0.36648865677025744,-0.11617925255646636,False,0.23379039071141156,0.20353173233746352,0.030258658373948033,True
ZFP36L1,0.6145831791925931,1.6091365156063009,monocyte,0.7923476264136385,0.5650912398742168,-0.9945533364137078,True,0.6145831552462222,1.0448956126720916,-0.43031245742586943,True
NVL,0.06550878319711428,0.08617516395499539,radial glial cell,0.04080208286444715,0.1372087734569208,-0.020666380757881103,False,0.0655087909140604,0.03426618590464976,0.03124260500941063,True
MMS19,0.03473463346751733,0.07184697118591943,endothelial cell,0.03586185070988613,0.08056712227789932,-0.0371123377184021,False,0.03473462933934846,0.03278656930599414,0.0019480600333543208,True
PSMA1,0.5084850654418377,0.5749220905416073,radial glial cell,0.43283285718989345,0.5882717356356992,-0.06643702509976956,False,0.5084845992653765,0.42982498679179126,0.07865961247358522,True
PWP1,0.23820024709938384,0.22485841009949764,mural cell,0.1433484221091612,0.3778907003552356,0.013341836999886197,False,0.23820007191863074,0.12646138888072425,0.11173868303790649,True
TBCB,0.7656604904169951,1.4088250443240253,oligodendrocyte,0.42023857391435393,0.7163447589024553,-0.6431645539070302,True,0.765662242634445,0.3912103461291064,0.37445189650533867,True
OSBP,0.06668577121503501,0.07495800969000428,mural cell,0.04487792420757011,0.1437959238086276,-0.008272238474969273,False,0.06668584444703073,0.04345827382875802,0.023227570618272707,True
TRAPPC1,0.35866194783361965,0.796143345873056,natural killer cell,0.506178624504796,0.4937931791626477,-0.43748139803943636,True,0.35866158935225956,0.5107352731341332,-0.1520736837818737,True
XAB2,0.09298268824860388,0.0992165419757581,oligodendrocyte,0.057969096540645276,0.19040001254695305,-0.006233853727154223,False,0.09298272281827889,0.06207588226059085,0.03090684055768804,True
NOP10,0.5247538102063788,0.8382700312846829,radial glial cell,0.5886073648766469,0.5922632350750072,-0.3135162210783041,True,0.52475304342986,0.6198570236389919,-0.09510398020913191,True
RPS25,1.8213461188567932,3.1750903951644895,B cell,2.213597604588261,0.9348028952094165,-1.3537442763076963,True,1.821346810826143,2.2725478801269174,-0.4512010693007744,True
NOPCHAP1,,,,,,,,,,,False
POLE2,0.02201130526410364,0.03760954915500426,radial glial cell,0.010862456248265718,0.05264230989405667,-0.015598243890900618,False,0.022011293836736723,0.006896783550888567,0.015114510285848155,True
RPS3,1.7391286376612223,3.2535442823410032,B cell,2.360800150622492,0.9116851342131884,-1.514415644679781,True,1.7391252857152342,2.414611896516646,-0.6754866108014119,True
TEAD1,0.14941641747170464,0.19358854712484921,mural cell,0.03629170862941308,0.2599807090596843,-0.04417212965314457,False,0.14941632605370414,0.01227943102029174,0.1371368950334124,True
LONP1,0.16398809329625866,0.11196859226176376,oligodendrocyte,0.04546069669875327,0.2818829839791093,0.0520195010344949,False,0.1639882700297492,0.047754231405661034,0.11623403862408815,True
ALDOA,1.0717263524547893,1.2915654597381367,monocyte,0.8451317628263135,0.6895962233671317,-0.21983910728334743,False,1.0717246328368795,0.9703194789169151,0.10140515391996441,True
SF3A2,0.14147134459840136,0.23716375252450742,mature T cell,0.0999631601203677,0.2638781063511108,-0.09569240792610606,False,0.14147130221455884,0.11716163099389106,0.02430967122066778,True
UTP6,0.11733314322712586,0.14704571032698666,dendritic cell,0.09042032820729086,0.2224888449745532,-0.029712567099860795,False,0.11733306246140893,0.09850568308585587,0.018827379375553052,True
EIF3E,0.6548659675488,1.1338471931457519,B cell,0.7366476478924593,0.6549117400271328,-0.4789812255969519,True,0.6548650136052552,0.7425175039306267,-0.08765249032537148,True
NOP56,0.4187354267154404,0.5302128279266469,radial glial cell,0.22563429296396456,0.5256153888379169,-0.11147740121120653,False,0.4187353458272619,0.19174712060216254,0.22698822522509937,True
TRAPPC4,0.2667096378470064,0.3372368846005038,radial glial cell,0.18291816780558198,0.4054939970671497,-0.07052724675349736,False,0.26670973955738453,0.16022362891630054,0.10648611064108399,True
NSL1,0.22626778570259035,0.3452051820094822,oligodendrocyte,0.1632726955930134,0.38274480281679096,-0.11893739630689185,False,0.22626791805078694,0.16974360536493155,0.056524312685855393,True
FXN,0.057370655475196486,0.06504973379845175,mural cell,0.04599337987047469,0.1512221516456113,-0.007679078323255262,False,0.05737069478067393,0.04668118952654198,0.010689505254131947,True
HINFP,0.053206384065123714,0.042893093009186464,oligodendrocyte,0.02713279253982459,0.11157378000486194,0.01031329105593725,False,0.0532064122443634,0.024234090591320548,0.02897232165304285,True
GPN1,0.11805660095122185,0.1378086288925758,radial glial cell,0.07823911077633518,0.22122630782380942,-0.01975202794135396,False,0.11805662129245612,0.07265375726525518,0.04540286402720094,True
NHP2,0.5788098723340163,0.6490164716811974,radial glial cell,0.3334382004013355,0.6224700245449769,-0.0702065993471811,False,0.5788096061774328,0.2821416188732865,0.29666798730414634,True
NELFB,0.09981510424948431,0.08728549056553266,oligodendrocyte,0.04805203458431489,0.19604614141984458,0.012529613683951654,False,0.09981508546145489,0.04417162133173282,0.05564346412972206,True
VCP,0.3700282820866584,0.417633676422652,endothelial cell,0.2756668662790817,0.4879980552222771,-0.04760539433599359,False,0.37002793174010934,0.2755866230367597,0.09444130870334966,True
SAP18,0.7103280592596287,1.0813852594040618,radial glial cell,0.6695431581569027,0.7020333905788066,-0.3710572001444331,True,0.7103288632429521,0.6372891892329111,0.07303967401004097,True
CSE1L,0.16389748685532204,0.18744151755199154,oligodendrocyte,0.07221353776327104,0.2849256200939453,-0.023544030696669493,False,0.16389732364448253,0.06610184293150197,0.09779548071298057,True
MSTO1,0.04955874013190387,0.03765313572421707,oligodendrocyte,0.020250549301001022,0.1115110452396076,0.011905604407686794,False,0.049558718354434206,0.02018152480966094,0.029377193544773268,True
TIMM22,0.14472482318036686,0.12113429922582844,endothelial cell,0.06674936975384854,0.26438782631880237,0.023590523954538423,False,0.14472491938465012,0.0490248086024401,0.09570011078221002,True
SGO1,0.06071858504103894,0.19892364863663287,radial glial cell,0.03106242025578357,0.11711796488421515,-0.13820506359559392,False,0.060718612144182976,0.01468294610140867,0.04603566604277431,True
RPS16,2.060794988606132,3.025939841079712,B cell,2.1749892457916795,0.9422055975094298,-0.9651448524735797,True,2.0607974248165726,2.214386247337628,-0.15358882252105532,True
PSMB4,0.4126120907346035,0.446024982901149,oligodendrocyte,0.3004680837832869,0.5192086009363164,-0.03341289216654553,False,0.41261186049383713,0.26318379388138613,0.149428066612451,True
GGPS1,0.17839204552010562,0.1411540425672854,mural cell,0.09758108625403343,0.32597768210726075,0.03723800295282023,False,0.1783921398145499,0.08874570753170803,0.08964643228284187,True
HSPA9,0.4879276005194833,0.396005491656033,oligodendrocyte,0.25628741090935353,0.5701335466315351,0.09192210886345031,False,0.4879273803280411,0.2710523619038833,0.2168750184241578,True
ARF4,0.6006605463895991,0.8325720864055187,mural cell,0.378006732677924,0.6250343080747485,-0.23191154001591963,False,0.6006604774521704,0.3532608346088682,0.24739964284330224,True
INTS8,0.053005771066778264,0.08370214515747909,mural cell,0.03825321245456216,0.11364402725825551,-0.030696374090700827,False,0.053005816536931795,0.03762410931006026,0.015381707226871537,True
MED31,0.15827293810906978,0.13183680853487237,mural cell,0.08434242218122641,0.27916186353620187,0.026436129574197414,False,0.15827300786914086,0.07199780524585037,0.0862752026232905,True
ORC4,0.16614522666629242,0.14936079163440064,radial glial cell,0.07181769492972824,0.2769347793696724,0.01678443503189178,False,0.1661451146635368,0.0660339914506278,0.10011112321290899,True
POLR1E,0.07497812431376372,0.08404207024402992,mature T cell,0.0334037353104222,0.15685259682718924,-0.009063945930266201,False,0.0749780860225669,0.03988013294607671,0.0350979530764902,True
MED17,0.10067959489657934,0.08054504137338046,natural killer cell,0.05412746163715157,0.1959049881980223,0.020134553523198873,False,0.10067960542640139,0.05546474421991868,0.045214861206482715,True
AK6,0.19365827694145318,0.17997746740238582,radial glial cell,0.11736333567524831,0.2726766571780334,0.013680809539067362,False,0.19365815452385848,0.10061461152679416,0.09304354299706433,True
NCKAP1,0.22608558282861071,0.3184415202969782,endothelial cell,0.07379754781170197,0.3589448012484218,-0.09235593746836748,False,0.22608542679579308,0.024938128966239672,0.2011472978295534,True
MTOR,0.05273446167098024,0.07062078793194106,endothelial cell,0.032296846467843233,0.12322676265085751,-0.017886326260960816,False,0.052734485243422786,0.030783543627152184,0.021950941616270602,True
RANBP3,0.11061619941520483,0.09238840440805596,oligodendrocyte,0.06126664131165879,0.2203793884928757,0.01822779500714887,False,0.110616173929184,0.0765059249394303,0.034110248989753705,True
TUBGCP6,0.038867453421382425,0.03663377696032631,oligodendrocyte,0.024541794142534046,0.08775025289952243,0.002233676461056114,False,0.038867475169989486,0.024671400589705985,0.014196074580283501,True
TLN1,0.17383243237963722,0.5539757774982533,mural cell,0.31528129095394397,0.29770782851451916,-0.38014334511861614,True,0.17383253047412825,0.3599431001250338,-0.18611056965090553,True
RNF4,0.10244928589158553,0.12909097084613358,mature T cell,0.07918987121642622,0.20199026042769427,-0.02664168495454805,False,0.10244936821564882,0.08279855460207976,0.01965081361356906,True
CLNS1A,0.39631070213163216,0.4600867599960235,radial glial cell,0.2646955514270939,0.5157817143842975,-0.06377605786439133,False,0.39631063606597305,0.24923512444923843,0.14707551161673463,True
ZNF593,0.20277395239794038,0.16547563078103367,plasma cell,0.10823339809373721,0.33519185075399344,0.037298321616906716,False,0.20277385835215844,0.10796896595680441,0.09480489239535403,True
RAE1,0.16414132089133474,0.3126193953072171,radial glial cell,0.09268997197758823,0.28742716885846253,-0.14847807441588237,False,0.16414115910749924,0.07608463159758912,0.08805652750991012,True
WDHD1,0.02681959967821087,0.04542629082601267,radial glial cell,0.014511452137131153,0.06412277193560276,-0.0186066911478018,False,0.02681959351540442,0.011036421307388057,0.015783172208016363,True
NOM1,0.09881888311858919,0.06201179857314558,mural cell,0.03709989764405061,0.20240587824750433,0.03680708454544361,False,0.09881889484498192,0.03830378036920905,0.060515114475772874,True
UBL5,1.2471611725826057,1.4408411683775497,radial glial cell,0.9469258584019337,0.8570823629049333,-0.193679995794944,False,1.2471619796265327,0.9253868361542434,0.3217751434722893,True
PELP1,0.08876203223698924,0.08267985296864491,oligodendrocyte,0.04419448985468858,0.18449510276738734,0.006082179268344326,False,0.08876214124551368,0.04434445748642975,0.044417683759083934,True
VHL,0.09568034608294125,0.08712385473312648,natural killer cell,0.06819864455314091,0.20940864641902118,0.008556491349814774,False,0.09568034194822862,0.07870028923774569,0.016980052710482932,True
RPS9,1.8442007008012142,2.84040474670826,radial glial cell,2.15940447717909,0.9216599618886301,-0.9962040459070458,True,1.8441995710814354,2.1530847682699736,-0.30888519718853824,True
CDK7,0.05427011881733846,0.058279082672972604,mural cell,0.03448766642385636,0.11745516424745728,-0.004008963855634144,False,0.05427009440636162,0.03268012167752284,0.02158997272883878,True
PSMA2,0.5479604799551285,1.039159616202615,radial glial cell,0.4009732056374722,0.5142055034072819,-0.49119913624748657,True,0.54795994005963,0.2863815711856559,0.2615783688739741,True
RPS15,2.499972479053676,3.141018585395813,B cell,2.2531921718140118,0.9638569333678375,-0.6410461063421371,True,2.4999703709952676,2.4426406974082298,0.05732967358703789,True
RPS11,1.7585819953068713,2.839047616386414,B cell,1.9105279384645344,0.9163275068420104,-1.0804656210795425,True,1.758582159693248,1.8775624267403443,-0.1189802670470963,True
DHX33,0.09018771705603996,0.0631977847129716,mural cell,0.03212508508037099,0.19241536688074906,0.02698993234306836,False,0.09018775181618473,0.025794243009672126,0.0643935088065126,True
CLCC1,0.08692012860390763,0.12340712090751967,oligodendrocyte,0.04542553982665984,0.18773378502364316,-0.036486992303612034,False,0.08692007068988637,0.03806980479906457,0.0488502658908218,True
RRP12,0.027288168559840318,0.053747128542988305,monocyte,0.022355606155223032,0.06779275570298225,-0.026458959983147987,False,0.027288177594182714,0.025112853409007027,0.0021753241851756866,True
