gene,f_dep_selectivity,f_dep_breadth,f_pan_ess_penalty,f_sl_strength,f_sl_breadth,f_sc_specificity,f_sc_tme_penalty,f_tumor_enrichment,f_tumor_prevalence,f_safety,f_tractability,f_novelty,cat_dependency,cat_selectivity,cat_synthetic_lethality,cat_tumor_specificity,cat_tumor_enrichment,cat_therapeutic_window,cat_tractability,baseline_composite
CYFIP1,0.7597173144876325,0.375,0.8438030560271648,0.0,0.0,0.07553956834532374,0.0,0.9293286219081273,0.9869281045751634,0.4016489988221437,0.6,1.0,0.5673586572438163,0.8438030560271648,0.0,0.03776978417266187,0.9581283632416453,0.4016489988221437,0.6,0.48695840850106176
PDCD5,0.7561837455830389,0.5694444444444444,0.6069609507640068,0.0,0.0,0.9928057553956835,1.0,0.19081272084805653,0.7450980392156863,0.2650176678445229,0.0,1.0,0.6628140950137417,0.6069609507640068,0.0,0.9964028776978417,0.4679553800318714,0.2650176678445229,0.0,0.4284501387645693
RABGGTB,0.7526501766784452,1.0,0.005942275042444822,0.0,0.0,0.3273381294964029,1.0,0.15901060070671377,0.5686274509803921,0.574793875147232,0.6,1.0,0.8763250883392226,0.005942275042444822,0.0,0.6636690647482014,0.36381902584355297,0.574793875147232,0.6,0.4406499041600934
SRSF2,0.7491166077738516,1.0,0.0,0.0,0.0,0.2446043165467626,1.0,0.38515901060070673,0.8823529411764706,0.1060070671378092,0.0,1.0,0.8745583038869258,0.0,0.0,0.6223021582733813,0.6337559758885887,0.1060070671378092,0.0,0.3195176435981007
DPH3,0.7455830388692579,0.9722222222222222,0.0509337860780984,0.0,0.0,0.5,1.0,0.6855123674911661,0.9738562091503268,0.7432273262661956,0.0,1.0,0.8589026305457401,0.0509337860780984,0.0,0.75,0.8296842883207465,0.7432273262661956,0.0,0.4618211473158258
PPAN,0.7420494699646644,1.0,0.009337860780984752,0.0,0.0,0.49280575539568344,1.0,0.3215547703180212,0.6601307189542484,0.5182567726737338,0.25,1.0,0.8710247349823321,0.009337860780984752,0.0,0.7464028776978417,0.49084274463613475,0.5182567726737338,0.25,0.4122664272530039
UBE2C,0.7385159010600707,0.875,0.23344651952461803,0.0,0.0,0.8201438848920863,1.0,1.0,1.0,0.9599528857479388,0.0,1.0,0.8067579505300353,0.23344651952461803,0.0,0.9100719424460432,1.0,0.9599528857479388,0.0,0.5586041854640907
ACTL6A,0.734982332155477,1.0,0.003395585738540041,0.0,0.0,0.3776978417266187,1.0,0.9469964664310954,0.9934640522875816,0.740871613663133,0.25,0.0,0.8674911660777385,0.003395585738540041,0.0,0.6888489208633093,0.9702302593593385,0.740871613663133,0.25,0.5029767922431513
RSAD1,0.7314487632508834,0.3888888888888889,0.7869269949066214,0.0,0.0,0.89568345323741,1.0,0.06713780918727916,0.1111111111111111,0.3274440518256773,0.0,1.0,0.5601688260698862,0.7869269949066214,0.0,0.947841726618705,0.08912446014919513,0.3274440518256773,0.0,0.3873580085100122
PPP2R1A,0.7279151943462897,0.9722222222222222,0.22071307300509335,0.2288698720673794,0.25,0.9784172661870504,1.0,0.17667844522968199,0.5620915032679739,0.1201413427561837,0.25,1.0,0.850068708284256,0.22071307300509335,0.2394349360336897,0.9892086330935252,0.36938497424882794,0.1201413427561837,0.25,0.4341359524887966
RPTOR,0.7243816254416962,0.9861111111111112,0.05772495755517837,0.43499023422104005,0.5,0.7302158273381295,1.0,0.19434628975265017,0.5098039215686274,0.5594817432273262,0.6,0.0,0.8552463682764037,0.05772495755517837,0.46749511711052005,0.8651079136690647,0.3520751056606388,0.5594817432273262,0.6,0.5367330293570188
TMED2,0.7208480565371025,0.7361111111111112,0.40492359932088284,0.0,0.0,0.23381294964028776,1.0,0.9257950530035336,0.9934640522875816,0.4110718492343934,0.0,1.0,0.7284795838241068,0.40492359932088284,0.0,0.6169064748201438,0.9596295526455576,0.4110718492343934,0.0,0.44585872283501204
PPP1R12A,0.7173144876325088,0.9722222222222222,0.08149405772495755,0.2527906270170638,0.25,0.14388489208633093,0.0,0.21908127208480566,0.5359477124183006,0.3109540636042403,0.0,1.0,0.8447683549273655,0.08149405772495755,0.2513953135085319,0.07194244604316546,0.37751449225155315,0.3109540636042403,0.0,0.27686696115140197
SNUPN,0.7137809187279152,0.9861111111111112,0.04414261460101865,0.0,0.0,0.7446043165467626,1.0,0.4452296819787986,0.915032679738562,0.7868080094228503,0.6,1.0,0.8499460149195132,0.04414261460101865,0.0,0.8723021582733813,0.6801311808586803,0.7868080094228503,0.6,0.5476185682964919
MAK16,0.7102473498233216,1.0,0.0,0.0,0.0,0.7913669064748201,1.0,0.6819787985865724,0.9477124183006536,0.8374558303886926,0.25,1.0,0.8551236749116609,0.0,0.0,0.89568345323741,0.814845608443613,0.8374558303886926,0.25,0.521872652425911
CHMP7,0.7067137809187279,0.7638888888888888,0.4524617996604414,0.363451500654135,0.25,0.6330935251798561,1.0,0.4098939929328622,0.7908496732026143,0.5653710247349824,0.0,1.0,0.7353013349038084,0.4524617996604414,0.3067257503270675,0.8165467625899281,0.6003718330677383,0.5653710247349824,0.0,0.49668264361199516
RAB1A,0.7031802120141343,0.25,0.8718166383701189,0.0,0.0,0.20863309352517986,1.0,0.4028268551236749,0.9477124183006536,0.1189634864546525,0.25,1.0,0.47659010600706714,0.8718166383701189,0.0,0.60431654676259,0.6752696367121642,0.1189634864546525,0.25,0.4281366306152275
CDK2,0.6996466431095406,0.8055555555555556,0.31154499151103565,0.5109280714141762,0.25,0.29856115107913667,1.0,0.9717314487632509,1.0,0.790341578327444,1.0,0.0,0.752601099332548,0.31154499151103565,0.3804640357070881,0.6492805755395683,0.9858657243816255,0.790341578327444,1.0,0.6957282863999014
SPCS2,0.696113074204947,0.9305555555555556,0.1392190152801358,0.0,0.0,0.1474820143884892,0.0,0.7561837455830389,0.9934640522875816,0.4888103651354534,0.0,1.0,0.8133343148802512,0.1392190152801358,0.0,0.0737410071942446,0.8748238989353103,0.4888103651354534,0.0,0.3414183716321993
ELAC2,0.6925795053003534,1.0,0.05432937181663844,0.0,0.0,0.802158273381295,1.0,0.392226148409894,0.8169934640522876,0.5041224970553593,0.25,1.0,0.8462897526501767,0.05432937181663844,0.0,0.9010791366906474,0.6046098062310907,0.5041224970553593,0.25,0.4514900806348447
GPR61,0.6890459363957597,0.5138888888888888,0.6910016977928692,0.0,0.0,0.7050359712230215,1.0,0.007067137809187279,0.0,0.906949352179034,0.45,1.0,0.6014674126423243,0.6910016977928692,0.0,0.8525179856115108,0.0035335689045936395,0.906949352179034,0.45,0.5007814310186188
GRB2,0.6855123674911661,0.9305555555555556,0.28522920203735147,0.29792190951322406,0.25,0.07913669064748201,0.0,0.22968197879858657,0.7516339869281046,0.1790341578327443,0.8,0.0,0.8080339615233608,0.28522920203735147,0.27396095475661203,0.039568345323741004,0.49065798286334555,0.1790341578327443,0.8,0.410926372048165
ODR4,0.6819787985865724,0.2777777777777778,0.8446519524617997,0.0,0.0,0.6115107913669064,1.0,0.2579505300353357,0.6143790849673203,0.6171967020023558,0.0,1.0,0.4798782881821751,0.8446519524617997,0.0,0.8057553956834532,0.436164807501328,0.6171967020023558,0.0,0.4548067351187302
ZNHIT3,0.6784452296819788,0.6666666666666666,0.4685908319185059,0.0,0.0,0.3597122302158273,1.0,0.18374558303886926,0.6470588235294118,0.5995288574793874,0.0,1.0,0.6725559481743227,0.4685908319185059,0.0,0.6798561151079137,0.4154022032841405,0.5995288574793874,0.0,0.40513342228061006
ELAVL1,0.6749116607773852,0.3472222222222222,0.8166383701188455,0.0,0.0,0.6906474820143885,1.0,0.8869257950530035,0.9738562091503268,0.4369846878680801,0.55,1.0,0.5110669414998037,0.8166383701188455,0.0,0.8453237410071943,0.9303910021016651,0.4369846878680801,0.55,0.5843435346565127
UBA5,0.6713780918727915,0.7222222222222222,0.4813242784380306,0.0,0.0,0.5611510791366906,1.0,0.2791519434628975,0.6928104575163399,0.4734982332155477,0.25,1.0,0.6968001570475069,0.4813242784380306,0.0,0.7805755395683454,0.4859812004896187,0.4734982332155477,0.25,0.4525970583941499
EGLN1,0.6678445229681979,0.2777777777777778,0.8820033955857386,0.0,0.0,0.34532374100719426,1.0,0.4734982332155477,0.8431372549019608,0.4935217903415783,1.0,0.0,0.4728111503729878,0.8820033955857386,0.0,0.6726618705035972,0.6583177440587542,0.4935217903415783,1.0,0.5970451358375223
SRF,0.6643109540636042,0.7083333333333334,0.5382003395585739,0.1958806235367555,0.25,0.38489208633093525,1.0,0.127208480565371,0.4313725490196078,0.4028268551236749,0.0,1.0,0.6863221436984688,0.5382003395585739,0.22294031176837775,0.6924460431654677,0.2792905147924894,0.4028268551236749,0.0,0.4031466011581504
RPS17,0.6607773851590106,0.8333333333333334,0.10101867572156198,0.0,0.0,0.007194244604316547,0.0,0.5512367491166078,0.9803921568627452,0.0824499411071849,0.6,0.0,0.747055359246172,0.10101867572156198,0.0,0.0035971223021582736,0.7658144529896764,0.0824499411071849,0.6,0.32856222162382187
CCT3,0.657243816254417,1.0,0.0,0.19566574888894936,0.25,0.22661870503597123,1.0,0.7067137809187279,0.9869281045751634,0.221436984687868,0.25,0.0,0.8286219081272085,0.0,0.2228328744444747,0.6133093525179856,0.8468209427469457,0.221436984687868,0.25,0.42614600893206894
RAC1,0.6537102473498233,0.8888888888888888,0.20203735144312396,0.19941742287678627,0.25,0.21942446043165467,1.0,0.6678445229681979,0.9738562091503268,0.0530035335689046,0.6,0.0,0.7712995681193561,0.20203735144312396,0.22470871143839313,0.6097122302158273,0.8208503660592623,0.0530035335689046,0.6,0.46880168012069534
EXT1,0.6501766784452296,0.3333333333333333,0.8217317487266553,0.37159730749175035,0.25,0.36330935251798563,1.0,0.9187279151943463,0.9673202614379084,0.502944640753828,0.25,1.0,0.49175500588928145,0.8217317487266553,0.3107986537458752,0.6816546762589928,0.9430240883161274,0.502944640753828,0.25,0.5717012590986801
LSM6,0.6466431095406361,1.0,0.024617996604414216,0.41709720433519387,0.25,0.1510791366906475,0.0,0.6643109540636042,0.9803921568627452,0.8091872791519436,0.25,1.0,0.8233215547703181,0.024617996604414216,0.33354860216759696,0.07553956834532374,0.8223515554631746,0.8091872791519436,0.25,0.4483666509289673
E2F3,0.6431095406360424,0.25,0.8743633276740238,1.0,0.25,0.5323741007194245,1.0,0.7314487632508834,0.8104575163398693,0.6702002355712603,0.0,0.5,0.4465547703180212,0.8743633276740238,0.625,0.7661870503597122,0.7709531397953764,0.6702002355712603,0.0,0.5933226462454849
MZT2A,0.6395759717314488,0.4444444444444444,0.735144312393888,0.0,0.0,0.460431654676259,1.0,0.03180212014134275,0.1437908496732026,0.3274440518256772,0.25,1.0,0.5420102080879465,0.735144312393888,0.0,0.7302158273381295,0.08779648490727268,0.3274440518256772,0.25,0.38180155493613055
NELFA,0.6360424028268551,1.0,0.08743633276740237,0.0,0.0,0.8669064748201439,1.0,0.29328621908127206,0.7058823529411765,0.431095406360424,0.25,1.0,0.8180212014134276,0.08743633276740237,0.0,0.9334532374100719,0.4995842860112243,0.431095406360424,0.25,0.4313700662803643
PPP1CB,0.6325088339222615,1.0,0.015280135823429575,0.3946614002682408,0.25,0.9892086330935251,1.0,0.8763250883392226,0.9803921568627452,0.3250883392226149,0.0,1.0,0.8162544169611308,0.015280135823429575,0.3223307001341204,0.9946043165467626,0.9283586226009839,0.3250883392226149,0.0,0.48598807589843457
KDM8,0.6289752650176679,0.6805555555555556,0.5212224108658744,0.0,0.0,0.6834532374100719,1.0,0.08480565371024736,0.1699346405228758,0.7349823321554769,0.25,1.0,0.6547654102866117,0.5212224108658744,0.0,0.841726618705036,0.12737014711656158,0.7349823321554769,0.25,0.44715241701850866
TAF1D,0.6254416961130742,0.9027777777777778,0.2113752122241087,0.0,0.0,0.27697841726618705,1.0,0.0176678445229682,0.0392156862745098,0.3144876325088339,0.0,1.0,0.7641097369454259,0.2113752122241087,0.0,0.6384892086330936,0.028441765398739,0.3144876325088339,0.0,0.279557650815743
TIMM10,0.6219081272084805,0.9861111111111112,0.07555178268251284,0.0,0.0,0.4352517985611511,1.0,0.5477031802120141,0.9738562091503268,0.4911660777385158,0.25,1.0,0.8040096191597959,0.07555178268251284,0.0,0.7176258992805755,0.7607796946811705,0.4911660777385158,0.25,0.4427332962203672
USP36,0.6183745583038869,1.0,0.024617996604414216,0.0,0.0,0.2841726618705036,1.0,0.0706713780918728,0.196078431372549,0.4063604240282685,0.45,0.0,0.8091872791519434,0.024617996604414216,0.0,0.6420863309352518,0.1333749047322109,0.4063604240282685,0.45,0.3522324193502984
PFDN1,0.6148409893992933,0.7777777777777778,0.4083191850594228,0.0,0.0,0.18705035971223022,1.0,0.24028268551236748,0.9281045751633988,0.2885747938751472,0.25,1.0,0.6963093835885356,0.4083191850594228,0.0,0.5935251798561151,0.5841936303378832,0.2885747938751472,0.25,0.4029888818167291
SKA1,0.6113074204946997,0.7361111111111112,0.38115449915110355,0.0,0.0,0.5755395683453237,1.0,0.9893992932862191,0.9934640522875816,0.9646643109540636,0.0,1.0,0.6737092658029054,0.38115449915110355,0.0,0.7877697841726619,0.9914316727869004,0.9646643109540636,0.0,0.5426756475525192
HAUS4,0.607773851590106,1.0,0.000848896434634816,0.22159910510646796,0.25,0.4712230215827338,1.0,0.6996466431095406,0.9411764705882352,0.6277974087161367,0.0,1.0,0.8038869257950529,0.000848896434634816,0.23579955255323398,0.7356115107913669,0.8204115568488879,0.6277974087161367,0.0,0.4606222644484733
MED11,0.6042402826855123,1.0,0.0,0.0,0.0,0.6187050359712231,1.0,0.6360424028268551,0.9738562091503268,0.67962308598351,0.25,1.0,0.8021201413427561,0.0,0.0,0.8093525179856116,0.8049493059885909,0.67962308598351,0.25,0.4780064359000669
CCDC59,0.6007067137809188,0.875,0.232597623089983,0.0,0.0,0.26258992805755393,1.0,0.5830388692579506,0.9673202614379084,0.5700824499411072,0.0,1.0,0.7378533568904594,0.232597623089983,0.0,0.6312949640287769,0.7751795653479294,0.5700824499411072,0.0,0.421001137042608
CSH2,0.5971731448763251,0.3888888888888889,0.7283531409168083,0.0,0.0,0.5,0.5,0.04946996466431095,0.0392156862745098,0.9835100117785628,0.0,1.0,0.493031016882607,0.7283531409168083,0.0,0.5,0.044342825469410374,0.9835100117785628,0.0,0.39274814214962694
TSEN34,0.5936395759717314,0.6805555555555556,0.5780984719864177,0.0,0.0,0.9388489208633094,1.0,0.8692579505300353,0.9934640522875816,0.7008244994110718,0.0,1.0,0.6370975657636435,0.5780984719864177,0.0,0.9694244604316546,0.9313610014088085,0.7008244994110718,0.0,0.5452579998573709
DSCC1,0.5901060070671378,0.3055555555555556,0.8234295415959253,0.0,0.0,0.8129496402877698,1.0,0.9399293286219081,0.9869281045751634,0.8939929328621908,0.0,1.0,0.4478307813113467,0.8234295415959253,0.0,0.9064748201438849,0.9634287165985358,0.8939929328621908,0.0,0.5764509703588405
INTS9,0.5865724381625441,1.0,0.0,0.0,0.0,0.7122302158273381,1.0,0.6890459363957597,0.9738562091503268,0.7385159010600706,0.0,1.0,0.7932862190812721,0.0,0.0,0.8561151079136691,0.8314510727730433,0.7385159010600706,0.0,0.45990975726115074
PFDN4,0.5830388692579506,0.25,0.8522920203735145,0.44579029601044934,0.25,0.15467625899280577,0.0,0.20848056537102475,0.6601307189542484,0.6207302709069493,0.25,0.0,0.4165194346289753,0.8522920203735145,0.3478951480052247,0.07733812949640288,0.43430564216263656,0.6207302709069493,0.25,0.4284400922248147
EPRS1,0.5795053003533569,1.0,0.0,0.2519411732965824,0.25,0.7805755395683454,1.0,0.4169611307420495,0.8431372549019608,0.4216725559481744,0.25,1.0,0.7897526501766785,0.0,0.2509705866482912,0.8902877697841727,0.6300491928220051,0.4216725559481744,0.25,0.4618189650541888
PTPMT1,0.5759717314487632,0.7222222222222222,0.4601018675721562,0.29519603905121544,0.25,0.9136690647482014,1.0,0.5724381625441696,0.9411764705882352,0.6195524146054181,0.0,1.0,0.6490969768354927,0.4601018675721562,0.2725980195256077,0.9568345323741008,0.7568073165662024,0.6195524146054181,0.0,0.5307130182112825
TSEN54,0.5724381625441696,0.9583333333333334,0.10016977928692694,0.0,0.0,0.2014388489208633,1.0,0.08833922261484099,0.2287581699346405,0.4723203769140164,0.0,1.0,0.7653857479387515,0.10016977928692694,0.0,0.6007194244604317,0.15854869627474075,0.4723203769140164,0.0,0.2995920035535525
POLR1G,0.568904593639576,0.5138888888888888,0.6366723259762309,0.0,0.0,0.8561151079136691,1.0,0.34275618374558303,0.6078431372549019,0.767962308598351,0.25,0.0,0.5413967412642324,0.6366723259762309,0.0,0.9280575539568345,0.47529966050024247,0.767962308598351,0.25,0.5141983700422702
PPRC1,0.5653710247349824,0.6388888888888888,0.5398981324278438,0.0,0.0,0.579136690647482,1.0,0.22614840989399293,0.5228758169934641,0.690223792697291,0.0,1.0,0.6021299568119356,0.5398981324278438,0.0,0.789568345323741,0.3745121134437285,0.690223792697291,0.0,0.4280474772435057
NBAS,0.5618374558303887,0.7083333333333334,0.40747028862478774,0.0,0.0,0.7769784172661871,1.0,0.15547703180212014,0.5882352941176471,0.5123674911660777,0.0,1.0,0.6350853945818611,0.40747028862478774,0.0,0.8884892086330936,0.3718561629598836,0.5123674911660777,0.0,0.4021812208522434
PFDN5,0.558303886925795,0.9444444444444444,0.12903225806451613,0.0,0.0,0.0539568345323741,0.0,0.35335689045936397,0.934640522875817,0.0247349823321555,0.25,1.0,0.7513741656851197,0.12903225806451613,0.0,0.02697841726618705,0.6439987066675905,0.0247349823321555,0.25,0.26087407571650983
RINT1,0.5547703180212014,1.0,0.008488964346349603,0.0,0.0,0.8992805755395683,1.0,0.657243816254417,0.9411764705882352,0.6666666666666666,0.0,1.0,0.7773851590106007,0.008488964346349603,0.0,0.9496402877697842,0.7992101434213261,0.6666666666666666,0.0,0.4573416030306753
WWTR1,0.5512367491166078,0.4027777777777778,0.7512733446519525,0.2452298446894919,0.5,0.10071942446043165,0.0,0.9540636042402827,0.9673202614379084,0.5959952885747939,0.25,1.0,0.4770072634471928,0.7512733446519525,0.37261492234474597,0.050359712230215826,0.9606919328390955,0.5959952885747939,0.25,0.4939917805839995
SOCS3,0.5477031802120141,0.2361111111111111,0.8743633276740238,0.0,0.0,0.1079136690647482,0.0,0.9646643109540636,0.803921568627451,0.5806831566548881,0.0,0.0,0.3919071456615626,0.8743633276740238,0.0,0.0539568345323741,0.8842929397907573,0.5806831566548881,0.0,0.3978862006162295
WBP11,0.5441696113074205,1.0,0.011884550084889645,0.0,0.0,0.45323741007194246,1.0,0.45936395759717313,0.8169934640522876,0.4393404004711425,0.25,1.0,0.7720848056537102,0.011884550084889645,0.0,0.7266187050359713,0.6381787108247303,0.4393404004711425,0.25,0.4054438817243491
ARMC5,0.5406360424028268,0.4027777777777778,0.7733446519524618,0.0,0.0,0.7266187050359713,1.0,0.13780918727915195,0.3594771241830065,0.7550058892815077,0.0,1.0,0.4717069100903023,0.7733446519524618,0.0,0.8633093525179856,0.2486431557310792,0.7550058892815077,0.0,0.4445728513676195
DDX10,0.5371024734982333,1.0,0.0,0.23920339036024396,0.25,0.4136690647482014,1.0,0.14840989399293286,0.2875816993464052,0.6124852767962309,0.25,1.0,0.7685512367491166,0.0,0.24460169518012198,0.7068345323741008,0.21799579666966903,0.6124852767962309,0.25,0.4000669339670342
UFC1,0.5335689045936396,0.3611111111111111,0.7707979626485569,0.0,0.0,0.4064748201438849,1.0,0.3674911660777385,0.9738562091503268,0.4016489988221437,0.35,1.0,0.4473400078523754,0.7707979626485569,0.0,0.7032374100719425,0.6706736876140327,0.4016489988221437,0.35,0.4776711524298645
CCT8,0.5300353356890459,1.0,0.0,0.0,0.0,0.1366906474820144,0.0,0.49469964664310956,0.8758169934640523,0.2555948174322732,0.25,1.0,0.765017667844523,0.0,0.0,0.0683453237410072,0.6852583200535809,0.2555948174322732,0.25,0.2891737327244835
RSL1D1,0.5265017667844523,1.0,0.001697792869269965,0.0,0.0,0.19784172661870503,1.0,0.8127208480565371,0.9869281045751634,0.3674911660777385,0.25,1.0,0.7632508833922261,0.001697792869269965,0.0,0.5989208633093526,0.8998244763158503,0.3674911660777385,0.25,0.4115978831377768
ELMO2,0.5229681978798587,0.2083333333333333,0.8599320882852293,0.24658341538520287,0.25,0.5287769784172662,1.0,0.12014134275618374,0.4052287581699346,0.3286219081272084,0.0,1.0,0.365650765606596,0.8599320882852293,0.24829170769260145,0.7643884892086331,0.2626850504630592,0.3286219081272084,0.0,0.40422428705476104
HAUS1,0.519434628975265,1.0,0.000848896434634816,0.0,0.0,0.12949640287769784,0.0,0.950530035335689,1.0,0.8150765606595995,0.0,1.0,0.7597173144876326,0.000848896434634816,0.0,0.06474820143884892,0.9752650176678446,0.8150765606595995,0.0,0.3736651415269372
MED26,0.5159010600706714,0.8333333333333334,0.25297113752122236,0.21628413325721715,0.25,0.6762589928057554,1.0,0.5759717314487632,0.9084967320261438,0.7550058892815077,0.25,1.0,0.6746171967020024,0.25297113752122236,0.2331420666286086,0.8381294964028777,0.7422342317374535,0.7550058892815077,0.25,0.5351571454676675
